Original Sentence,Gold Sentence,Corrected Sentence,Incorrect Words,Spell Suggestions,Detection Result,Correction Result
Sana magiging cooperative ang artistang ito dahil malaking bagay naman talaga ang pelikulang iyon para makilala siya at makakatulong ito sa sinusundan niyang project.,Sana magiging cooperative ang artistang ito dahil malaking bagay naman talaga ang pelikulang iyon para makilala siya at makakatulong ito sa susunod niyang project.,Sana magiging cooperative ang artistang ito dahil malaking bagay naman talaga ang pelikulang iyon para makilala siya at makakatulong ito sa sinusundan niyang project.,[],{},FN,FN
Nakaapekto din aniya ang pag-aalala at mental stress na labis na nakakaapekto sa puso.,Nakaapekto rin aniya ang pag-aalala at mental stress na labis na nakakaapekto sa puso.,Nakaapekto rin aniya ang pag-aalala at mental stress na labis na nakakaapekto sa puso.,[],{},TP,TP
Habang hindi pa lumalabas ang driver ay isang lalaki naman ang nakaabang sa likod ng sasakyan at nang nakitang lumabas na ang driver ay mabilis nitong binuksan ang passenger door.,Habang hindi pa lumalabas ang driver ay isang lalaki naman ang nakaabang sa likod ng sasakyan at nang nakitang lumabas na ang driver ay mabilis nitong binuksan ang passenger door.,Habang hindi pa lumalabas ang driver ay isang lalaki naman ang nakaabang sa likod ng sasakyan at nang nakitang lumabas na ang driver ay mabilis nitong binuksan ang passenger door.,[],{},TN,TN
Dito ay nagkaroon sila nang pagkakataon na maglabas ng sama ng loob nila sa isat isa.,Dito ay nagkaroon sila ng pagkakataon na maglabas ng sama ng loob nila sa isat isa.,Dito ay nagkaroon sila nang pagkakataon na maglabas ng sama ng loob nila sa isat isa.,[],{},FN,FN
Pero naging mas disiplinado na daw talaga siya sa kanyang kinakain.,Pero naging mas disiplinado na raw talaga siya sa kanyang kinakain.,Pero naging mas disiplinado na raw talaga siya sa kanyang kinakain.,[],{},TP,TP
"Enjoy rin dahil nang-malaman ng former singer-actor na si Jerome John Hughes na nandirito nga ako, sinundo niya ako sa Bellagio Hotel & Casino at nag-dinner kami sa Texas de Brazil.","Enjoy rin dahil nang malaman ng former singer-actor na si Jerome John Hughes na nandirito nga ako, sinundo niya ako sa Bellagio Hotel & Casino at nag-dinner kami sa Texas de Brazil.","Enjoy rin dahil nang-malaman ng former singer-actor na si aroma John highs na nandirito nga ako, sinundo niya ako sa bunlagin Hotel & Casino at nag-dinner kami sa delas de baril.","['Jerome', 'Hughes', 'Bellagio', 'Texas', 'Brazil']","{'Jerome': ['become', 'genome', 'aroma', 'became', 'before'], 'Hughes': ['higher', 'highest', 'highs', 'hugas', 'huge'], 'Bellagio': ['belyako', 'bulagin', 'bunlagin', 'pelagic', 'aalwagi'], 'Texas': ['tekas', 'texts', 'delas', 'ebas', 'exam'], 'Brazil': ['bail', 'banil', 'baril', 'brain', 'rail']}",TP,FN
Gustuhin man ngayon ng AlDub fans na umasa kina Alden at Maine ay wala nang pag-asa.,Gustuhin man ngayon ng AlDub fans na umasa kina Alden at Maine ay wala nang pag-asa.,Gustuhin man ngayon ng aldaba fans na umasa kina anden at maino ay wala nang pag-asa.,"['AlDub', 'Alden', 'Maine']","{'AlDub': ['alab', 'album', 'aldaba', 'aloob', 'alun'], 'Alden': ['alien', 'alyen', 'anden', 'aamen', 'absen'], 'Maine': ['maide', 'main', 'maino', 'maire', 'marine']}",FP,FP
Nanindigan din siya na higit na magkakaroon ng magandang motibasyon ang mga bata na mag-aral da hil alam nilang ang lahat ng kanilang ginagawang pagsusumikap ay minamarkahan ng maayos ng mga guro.,Nanindigan din siya na higit na magkakaroon ng magandang motibasyon ang mga bata na mag-aral dahil alam nilang ang lahat ng kanilang ginagawang pagsusumikap ay minamarkahan ng maayos ng mga guro.,Nanindigan din siya na higit na magkakaroon ng magandang motibasyon ang mga bata na mag-aral da hil alam nilang ang lahat ng kanilang ginagawang pagsusumikap ay minamarkahan ng maayos ng mga guro.,[],{},FN,FN
Dapat raw ay laging naka-monitor na professional pag nag-swab.,Dapat daw ay laging naka-monitor na professional pag nag-swab.,Dapat daw ay laging naka-monitor na professional pag nag-swab.,[],{},TP,TP
Hinihinalang nagmula sa mag ina na amo nito ang virus makaraang una silang magpositibo.,Hinihinalang nagmula sa mag-ina na amo nito ang virus makaraang una silang magpositibo.,Hinihinalang nagmula sa mag ina na amo nito ang virus makaraang una silang magpositibo.,[],{},FN,FN
"Aniya, ang naturang paggamit ng wang-wang ay naging simbulo ng pang-aabuso sa kapangyarihan.","Aniya, ang naturang paggamit ng wang-wang ay naging simbulo ng pang-aabuso sa kapangyarihan.","Aniya, ang naturang paggamit ng wang-wang ay naging simbulo ng pang-aabuso sa kapangyarihan.",[],{},TN,TN
Na ng konstruksyon ang natatapos at dadalhin na sa kanilang puwesto ang mga hayop sa susunod na linggo para sa pagbubukas ng zoo.,Na ng konstruksyon ang natatapos at dadalhin na sa kanilang puwesto ang mga hayop sa susunod na linggo para sa pagbubukas ng zoo.,Na ng konstruksyon ang natatapos at dadalhin na sa kanilang puwesto ang mga hayop sa susunod na linggo para sa pagbubukas ng zoo.,[],{},TN,TN
"Ang mga estudyante ay sumailalim sa tatlong parte nang kompetisyon: written test, multimedia test at substantial fieldwork na kinakailangan ng obserbasyon na siyang tutungo naman sa cartographic representation at geographical analysis.","Ang mga estudyante ay sumailalim sa tatlong parte ng kompetisyon: written test, multimedia test at substantial fieldwork na kinakailangan ng obserbasyon na siyang tutungo naman sa cartographic representation at geographical analysis.","Ang mga estudyante ay sumailalim sa tatlong parte nang kompetisyon: written test, multimedia test at substantial fieldwork na kinakailangan ng obserbasyon na siyang tutungo naman sa cartographic representation at geographical analysis.",[],{},FN,FN
"Irosin, Sorsogon, Philippines ?? Kalaboso ang isang public school teacher ng bayang ito matapos mahuli sa buy-bust operation na inilatag laban sa kanya ng mga ahente ng Philippine Drug Enforcement Agency (PDEA) at pulis kamakalawa ng umaga.","Irosin, Sorsogon, Philippines ?? Kalaboso ang isang public school teacher ng bayang ito matapos mahuli sa buy-bust operation na inilatag laban sa kanya ng mga ahente ng Philippine Drug Enforcement Agency (PDEA) at pulis kamakalawa ng umaga.","ibsin, aborsiyon, Philippines ?? Kalaboso ang isang public school teacher ng bayang ito matapos mahuli sa buy-bust operation na inilatag laban sa kanya ng mga ahente ng Philippine Drug Enforcement Agency (ada) at pulis kamakalawa ng umaga.","['Irosin', 'Sorsogon', 'PDEA']","{'Irosin': ['erosion', 'ibisin', 'ibsin', 'iibsin', 'imisin'], 'Sorsogon': ['monsoon', 'porsyon', 'aborsiyon', 'aborsyon', 'arson'], 'PDEA': ['idea', 'plea', 'ada', 'adya', 'apnea']}",FP,FP
"Hindi aniya bababa sa tig-tatlong saksak ang tinamo ng mga biktima, na nagresulta sa kanilang agarang kamatayan.","Hindi aniya bababa sa tig-tatlong saksak ang tinamo ng mga biktima, na nagresulta sa kanilang agarang kamatayan.","Hindi aniya bababa sa tig-tatlong saksak ang tinamo ng mga biktima, na nagresulta sa kanilang agarang kamatayan.",[],{},TN,TN
"Magiging mas maikli po ang pananatili ng OFW sa isang hotel, at mas liliit ang gastos para sa gobyerno, dagdag nito.","Magiging mas maikli po ang pananatili ng OFW sa isang hotel, at mas liliit ang gastos para sa gobyerno, dagdag nito.","Magiging mas maikli po ang pananatili ng aaw sa isang hotel, at mas liliit ang gastos para sa gobyerno, dagdag nito.",['OFW'],"{'OFW': ['of', 'off', 'aaw', 'arw', 'aw']}",FP,FP
"Nitong Linggo, nag-post sa Facebook si Edgar H Siscar, na makikita si Mike na kumakaway at nagpapasalamat sa mga tumulong sa kaniya habang nanatiling nakaratay sa pagamutan.","Nitong Linggo, nag-post sa Facebook si Edgar H Siscar, na makikita si Mike na kumakaway at nagpapasalamat sa mga tumulong sa kaniya habang nanatiling nakaratay sa pagamutan.","Nitong Linggo, nag-post sa Facebook si ecar H fiscal, na makikita si Mike na kumakaway at nagpapasalamat sa mga tumulong sa kaniya habang nanatiling nakaratay sa pagamutan.","['Edgar', 'Siscar']","{'Edgar': ['dear', 'ear', 'ecar', 'edad', 'edge'], 'Siscar': ['disbar', 'discard', 'fiscal', 'sical', 'sidecar']}",FP,FP
38 sa gilid ng kama ni Charlie na siyang ginamit nito sa pagpapatiwakal.,38 sa gilid ng kama ni Charlie na siyang ginamit nito sa pagpapatiwakal.,ag sa gilid ng kama ni arvie na siyang ginamit nito sa pagpapatiwakal.,"['38', 'Charlie']","{'38': ['ab', 'ad', 'ag', 'ah', 'ak'], 'Charlie': ['charade', 'charge', 'arvie', 'barbie', 'barli']}",FP,FP
"Layon ng panukala na magbigay ng kaginhawahan at accessibility sa mga botante na maaaring nahihirapang bumoto sa araw ng halalan, lalo na ang mga may mga isyu sa mobility tulad ng senior citizen at PWD.","Layon ng panukala na magbigay ng kaginhawahan at accessibility sa mga botante na maaaring nahihirapang bumoto sa araw ng halalan, lalo na ang mga may mga isyu sa mobility tulad ng senior citizen at PWD.","Layon ng panukala na magbigay ng kaginhawahan at accessibility sa mga botante na maaaring nahihirapang bumoto sa araw ng halalan, lalo na ang mga may mga isyu sa mobility tulad ng senior citizen at add.",['PWD'],"{'PWD': ['pad', 'ad', 'add', 'aid', 'amd']}",FP,FP
Milyon lamang ito at higit na mas malaki kaysa sa P37.5.,Milyon lamang ito at higit na mas malaki kaysa sa P37.5.,Milyon lamang ito at higit na mas malaki kaysa sa p.d.,"['P37', '5']","{'P37': ['p3', 'p57', 'p', 'p25', 'p75'], '5': ['b', 'c', 'd', 'e', 'f']}",FP,FP
"Pagkukuwento ng isang dati niyang kasamahan sa nasabing show, Dream niya talagang mag-artista, nabigo lang siya, kaya hanggang nung naging direktor na siya, e, bitbit pa din niya ang ilusyong maging artista siya!","Pagkukuwento ng isang dati niyang kasamahan sa nasabing show, Dream niya talagang mag-artista, nabigo lang siya, kaya hanggang nung naging direktor na siya, e, bitbit pa rin niya ang ilusyong maging artista siya!","Pagkukuwento ng isang dati niyang kasamahan sa nasabing show, Dream niya talagang mag-artista, nabigo lang siya, kaya hanggang nung naging direktor na siya, e, bitbit pa rin niya ang ilusyong maging artista siya!",[],{},TP,TP
"Sa ngayon, wala pa daw balak ang lokal na pamahalaan na magdeklara ng outbreak.","Sa ngayon, wala pa raw balak ang lokal na pamahalaan na magdeklara ng outbreak.","Sa ngayon, wala pa raw balak ang lokal na pamahalaan na magdeklara ng outbreak.",[],{},TP,TP
Tinawag ng apo ni Whang-od na si Gracia Palicas na scam daw ang sinasabing partisipasyon rito ng kanyang lola kasabay ng pagbibigay ng warning sa mga nagbabalak na mag-sign up sa nasabing kurso.,Tinawag ng apo ni Whang-od na si Gracia Palicas na scam daw ang sinasabing partisipasyon dito ng kanyang lola kasabay ng pagbibigay ng warning sa mga nagbabalak na mag-sign up sa nasabing kurso.,Tinawag ng apo ni uhang-ed na si grace halibas na scam daw ang sinasabing partisipasyon rito ng kanyang lola kasabay ng pagbibigay ng warning sa mga nagbabalak na mag-sign up sa nasabing kurso.,"['Whang', 'od', 'Gracia', 'Palicas']","{'Whang': ['hang', 'ihang', 'uhang', 'waang', 'wang'], 'od': ['ad', 'd', 'ed', 'id', 'o'], 'Gracia': ['acacia', 'graba', 'grace', 'granit', 'grapik'], 'Palicas': ['palias', 'alias', 'halibas', 'ipalikas', 'nalimas']}",TP,FN
Maging ang AstraZeneca vaccine ay nakapagbigay lamang ng maliit na proteksyon laban sa mild-moderate na impeksyon pero inaasahan na makakatulong pa pa rin ito para hindi maging malubha ang sakit o hindi mamatay ang isang pasyente.,Maging ang AstraZeneca vaccine ay nakapagbigay lamang ng maliit na proteksyon laban sa mild-moderate na impeksyon pero inaasahan na makakatulong pa rin ito para hindi maging malubha ang sakit o hindi mamatay ang isang pasyente.,Maging ang AstraZeneca vaccine ay nakapagbigay lamang ng maliit na proteksyon laban sa mild-moderate na impeksyon pero inaasahan na makakatulong pa pa rin ito para hindi maging malubha ang sakit o hindi mamatay ang isang pasyente.,[],{},FN,FN
"Higit P8-B ang nalikom nilang pondo, pinakamalaki ang ??Project Ugnayan? ng higit 36 na korporasyon na nagbigay ng 1.7.","Higit P8-B ang nalikom nilang pondo, pinakamalaki ang ??Project Ugnayan? ng higit 36 na korporasyon na nagbigay ng 1.7.","Higit pa-B ang nalikom nilang pondo, pinakamalaki ang ??Project Ugnayan? ng higit ag na korporasyon na nagbigay ng d.d.","['P8', '36', '1', '7']","{'P8': ['p', 'p3', 'pa', 'pg', 'ph'], '36': ['ab', 'ad', 'ag', 'ah', 'ak'], '1': ['b', 'c', 'd', 'e', 'f'], '7': ['b', 'c', 'd', 'e', 'f']}",FP,FP
Kasama ring papasok sa bubble si Ivorian Angelo Kouame na kasalukuyang inaayos naturalization para sa mga susunod na international tournaments ng Gilas.,Kasama ring papasok sa bubble si Ivorian Angelo Kouame na kasalukuyang inaayos ang naturalization para sa mga susunod na international tournaments ng Gilas.,Kasama ring papasok sa bubble si avian anger bocaue na kasalukuyang inaayos naturalization para sa mga susunod na international tournaments ng Gilas.,"['Ivorian', 'Angelo', 'Kouame']","{'Ivorian': ['ovarian', 'arian', 'avian', 'civilian', 'doorman'], 'Angelo': ['anglo', 'angal', 'anger', 'anggo', 'anggulo'], 'Kouame': ['kisame', 'became', 'bocaue', 'bounce', 'came']}",TP,FN
Nagdesisyon ang mga Atubaw na magtago sa mga tao sa Isla Pangil dahil sa kakaiba nilang kakayanan pagdating nila sa-tamang edad.,Nagdesisyon ang mga Atubaw na magtago sa mga tao sa Isla Pangil dahil sa kakaiba nilang kakayanan pagdating nila sa tamang edad.,Nagdesisyon ang mga matunaw na magtago sa mga tao sa Isla Pangil dahil sa kakaiba nilang kakayanan pagdating nila sa-tamang edad.,['Atubaw'],"{'Atubaw': ['atupag', 'kubaw', 'matunaw', 'natunaw', 'patunaw']}",TP,FN
Si Flores ay hinuli sa bisa ng warrant of arrest kaugnay ng paglabag saSection 22 (a) may kinalaman sa Section 22 (d) Section 28 (e) ngRepublic Act 8282 dahil sa umanoy di pagre-remit ng SSS contribution ng kasambahay.,Si Flores ay hinuli sa bisa ng warrant of arrest kaugnay ng paglabag saSection 22 (a) may kinalaman sa Section 22 (d) at Section 28 (e) ngRepublic Act 8282 dahil sa umanoy di pagre-remit ng SSS contribution ng kasambahay.,Si fares ay hinuli sa bisa ng warrant of arrest kaugnay ng paglabag selection ag (ag) may kinalaman sa Section ag (d) Section ag (e) republika Act aag dahil sa umanoy di pagre-remit ng SSS contribution ng kasambahay.,"['Flores', 'saSection', '22', 'a', '22', '28', 'ngRepublic', '8282']","{'Flores': ['flares', 'amores', 'fares', 'fires', 'flare'], 'saSection': ['sanction', 'section', 'selection', 'subsection', 'action'], '22': ['ab', 'ad', 'ag', 'ah', 'ak'], 'a': ['ab', 'ad', 'ag', 'ah', 'ak'], '28': ['ab', 'ad', 'ag', 'ah', 'ak'], 'ngRepublic': ['republic', 'public', 'republika', 'graphic', 'nagkubli'], '8282': ['p25', 'aaba', 'aag', 'aako', 'aal']}",TP,FN
"Sa isang relasyon, para maging smooth daw ito ay huwag ng pansinin ang mga maliliit na bagay na posibleng maging dahilan ng away.","Sa isang relasyon, para maging smooth daw ito ay huwag nang pansinin ang mga maliliit na bagay na posibleng maging dahilan ng away.","Sa isang relasyon, para maging smooth daw ito ay huwag ng pansinin ang mga maliliit na bagay na posibleng maging dahilan ng away.",[],{},FN,FN
"""Kasi ano rin to minsan si Brianna medyo moody rin eh.","""Kasi ano rin to minsan si Brianna medyo moody rin eh.","""Kasi ano rin to minsan si arian medyo body rin eh.","['Brianna', 'moody']","{'Brianna': ['britanya', 'aranya', 'arian', 'ariang', 'arina'], 'moody': ['mood', 'bloody', 'body', 'food', 'foods']}",FP,FP
Kinilala at sinaluduhan niya ang mahalagang papel na ginagampanan ng mga magsasaka sa pagtiyak ng supply ng pagkain ng mga Pilipino gayundin sa pagpapanatili ng ekonomiya ng bansa.,Kinilala at sinaluduhan niya ang mahalagang papel na ginagampanan ng mga magsasaka sa pagtiyak ng supply ng pagkain ng mga Pilipino gayundin sa pagpapanatili ng ekonomiya ng bansa.,Kinilala at sinaluduhan niya ang mahalagang papel na ginagampanan ng mga magsasaka sa pagtiyak ng supply ng pagkain ng mga Pilipino gayundin sa pagpapanatili ng ekonomiya ng bansa.,[],{},TN,TN
Tama ba ang narinig namin na hindi lang pelikula ang gagawin ng ex-couple na sina Sharon Cuneta at Gabby Concepcion?,Tama ba ang narinig namin na hindi lang pelikula ang gagawin ng ex-couple na sina Sharon Cuneta at Gabby Concepcion?,Tama ba ang narinig namin na hindi lang pelikula ang gagawin ng ex-couple na sina hapon cinema at aaboy concessions?,"['Sharon', 'Cuneta', 'Gabby', 'Concepcion']","{'Sharon': ['baron', 'hamon', 'hapon', 'haro', 'harok'], 'Cuneta': ['bunete', 'bunita', 'cinema', 'gunita', 'hunta'], 'Gabby': ['gabay', 'aabay', 'aaboy', 'abay', 'aboy'], 'Concepcion': ['concession', 'coercion', 'concessions', 'conclusion', 'confession']}",FP,FP
"Aniya, hindi man lang sila kapapasok sa loob ng kompanya para malaman kung ano ang nangyari at hindi man lang sila bigyan ng kopya ng CCTV.","Aniya, hindi man lang sila pinapasok sa loob ng kompanya para malaman kung ano ang nangyari at hindi man lang sila bigyan ng kopya ng CCTV.","Aniya, hindi man lang sila kapapasok sa loob ng kompanya para malaman kung ano ang nangyari at hindi man lang sila bigyan ng kopya ng CCTV.",[],{},FN,FN
Hindi ko din naman alam noon na meron pala siyang special child at siya ang naaalala niya sa awit ko.,Hindi ko rin naman alam noon na meron pala siyang special child at siya ang naaalala niya sa awit ko.,Hindi ko rin naman alam noon na meron pala siyang special child at siya ang naaalala niya sa awit ko.,[],{},TP,TP
"Sinabi ni Remulla na sasailalim sa preliminary investigation ang nakababatang Teves at tiniyak niya na igagalang ang lahat ng karapatan ng lahat ng nasasangkot sa kaso, kabilang ang kanilang karapatan sa due process.","Sinabi ni Remulla na sasailalim sa preliminary investigation ang nakababatang Teves at tiniyak niya na igagalang ang lahat ng karapatan ng lahat ng nasasangkot sa kaso, kabilang ang kanilang karapatan sa due process.","Sinabi ni Remulla na sasailalim sa preliminary investigation ang nakababatang ever at tiniyak niya na igagalang ang lahat ng karapatan ng lahat ng nasasangkot sa kaso, kabilang ang kanilang karapatan sa due process.",['Teves'],"{'Teves': ['beses', 'even', 'ever', 'eyes', 'fees']}",FP,FP
"Bilyon nang Department of Budget and Management nitong Biyernes, na sasaklaw mula ika-1 ng Enero, 2022 hanggang matapos ang public health emergency.","Bilyon ng Department of Budget and Management nitong Biyernes, na sasaklaw mula ika-1 ng Enero, 2022 hanggang matapos ang public health emergency.","Bilyon nang Department of Budget and Management nitong Biyernes, na sasaklaw mula ika-d ng Enero, aag hanggang matapos ang public health emergency.","['1', '2022']","{'1': ['b', 'c', 'd', 'e', 'f'], '2022': ['p25', 'aaba', 'aag', 'aako', 'aal']}",TP,FN
