Original Sentence,Gold Sentence,Corrected Sentence,Incorrect Words,Spell Suggestions
"Sa report ng Misamis Oriental Provincial Police Office (PPO), ang nasabing mga pulis ay mula sa Police Regional Office (PRO) 10 na galing ng Cagayan de Oro City na patungo sana ng Iligan City para sa isang training nang mangyari ang malagim na trahedya.","Sa report ng Misamis Oriental Provincial Police Office (PPO), ang nasabing mga pulis ay mula sa Police Regional Office (PRO) 10 na galing ng Cagayan de Oro City na patungo sana ng Iligan City para sa isang training nang mangyari ang malagim na trahedya.","Sa report ng Misamis Oriental Provincial Police Office (pao), ang nasabing mga pulis ay mula sa Police Regional Office (PRO) ag na galing ng Cagayan de Oro City na patungo sana ng iliban City para sa isang training nang mangyari ang malagim na trahedya.","['PPO', '10', 'Iligan']","{'PPO': ['apo', 'ipo', 'pao', 'po', 'ppm'], '10': ['ab', 'ad', 'ag', 'ah', 'ak'], 'Iligan': ['ibigan', 'ilagan', 'iliban', 'iligal', 'iligaw']}"
"Sa video naman, nagtutuksuhan ang grupo habang tila pumoporma si Ellen na hahalikan niya si Derek.","Sa video naman, nagtutuksuhan ang grupo habang tila pumoporma si Ellen na hahalikan niya si Derek.","Sa video naman, nagtutuksuhan ang grupo habang tila pumopormang si celled na hahalikan niya si dark.","['pumoporma', 'Ellen', 'Derek']","{'pumoporma': ['pumopormal', 'pumipirma', 'pumopormang', 'imporma', 'kumpirma'], 'Ellen': ['alien', 'alyen', 'celled', 'elena', 'eleven'], 'Derek': ['direk', 'darak', 'dark', 'deber', 'deck']}"
"Pero pare-pareho naman ang mga kuwento nila, iisa lang, kaya maniniwala ka na rin!","Pero pare-pareho naman ang mga kuwento nila, iisa lang, kaya maniniwala ka na rin!","Pero pare-pareho naman ang mga kuwento nila, iisa lang, kaya maniniwala ka na rin!",[],{}
"Eh kung masungit, siyempre minus factor dahil sasabihin, ??ayoko niyan, suplado ang endorser??, wala nang benta.","Eh kung masungit, siyempre minus factor dahil sasabihin, ??ayoko niyan, suplado ang endorser??, wala nang benta.","Eh kung masungit, siyempre minus factor dahil sasabihin, ??ayoko niyan, suplado ang endorser??, wala nang benta.",[],{}
"Ikinabahala ng isang senador ang sinasapit ng ilang informal settlers matapos i-demolish sa mga lungsod ?? may tirahan man kasi, daratnan naman daw nilang walang linya ng kuryente, tubig o access sa transportasyon ang mga relokasyon ng gobyerno.","Ikinabahala ng isang senador ang sinasapit ng ilang informal settlers matapos i-demolish sa mga lungsod ?? may tirahan man kasi, daratnan naman daw nilang walang linya ng kuryente, tubig o access sa transportasyon ang mga relokasyon ng gobyerno.","Ikinabahala ng isang senador ang sinasapit ng ilang informal settlers matapos i-demolish sa mga lungsod ?? may tirahan man kasi, daratnan naman daw nilang walang linya ng kuryente, tubig o access sa transportasyon ang mga relokasyon ng gobyerno.",[],{}
"Para naman maiba kasi kung tayo nga, nahihirapan na lagi lang nakakulong sa bahay, ang dami nang nagkakaroon ng anxiety or depression. Ito 'yung way namin kung paano ibe-break 'yon.","Para naman maiba kasi kung tayo nga, nahihirapan na lagi lang nakakulong sa bahay, ang dami nang nagkakaroon ng anxiety or depression. Ito 'yung way namin kung paano ibe-break 'yon.","Para naman maiba kasi kung tayo nga, nahihirapan na lagi lang nakakulong sa bahay, ang dami nang nagkakaroon ng anxiety or depression. Ito 'yung way namin kung paano iba-break 'yon.",['ibe'],"{'ibe': ['be', 'bibe', 'iba', 'ibi', 'ibo']}"
Kasi sa pag-aartista hindi naman ako kumakanta lang don eh.,Kasi sa pag-aartista hindi naman ako kumakanta lang don eh.,Kasi sa pag-aartista hindi naman ako kumakanta lang don eh.,[],{}
Initially hindi namin tinry siguro kasi nga ang layo tapos ang gastos kung magkikita kami palagi.,Initially hindi namin tinry siguro kasi nga ang layo tapos ang gastos kung magkikita kami palagi.,digitally hindi namin hinay siguro kasi nga ang layo tapos ang gastos kung magkikita kami palagi.,"['Initially', 'tinry']","{'Initially': ['initial', 'critically', 'digitally', 'iniaalay', 'inialay'], 'tinry': ['binay', 'diary', 'hinay', 'linay', 'pinoy']}"
Nagtala ng libreng panalo ang Cavitex (1-1) at NorthPort (1-1) nang hindi payagang maglaro ang Pioneer Pro Tibay dahil hindi nakakuha ng medical clearance sa Games and Amusements Board.,Nagtala ng libreng panalo ang Cavitex (1-1) at NorthPort (1-1) nang hindi payagang maglaro ang Pioneer Pro Tibay dahil hindi nakakuha ng medical clearance sa Games and Amusements Board.,Nagtala ng libreng panalo ang balite (d-d) at northward (d-d) nang hindi payagang maglaro ang Pioneer Pro Tibay dahil hindi nakakuha ng medical clearance sa Games and agreements Board.,"['Cavitex', '1', '1', 'NorthPort', '1', '1', 'Amusements']","{'Cavitex': ['cavite', 'cavity', 'balite', 'cabinet', 'caliber'], '1': ['b', 'c', 'd', 'e', 'f'], 'NorthPort': ['northeast', 'northern', 'northward', 'northwest', 'airport'], 'Amusements': ['amusement', 'adjustments', 'agreements', 'amendments', 'movements']}"
Alam mo ba Salve kung bakit mahigpit ang mga Korean team sa security ng mga artista nila pag nasa ibang bansa?,Alam mo ba Salve kung bakit mahigpit ang mga Korean team sa security ng mga artista nila pag nasa ibang bansa?,Alam mo ba salvo kung bakit mahigpit ang mga Korean team sa security ng mga artista nila pag nasa ibang bansa?,['Salve'],"{'Salve': ['sale', 'salfe', 'salvo', 'solve', 'valve']}"
"Kaunting bilang na lang ng mga heneral at colonels ang hinihintay upang makumpleto ang bilang ng mga 3rd Level Officers na pinagsusumite ng courtesy resignations ni Interior and Local Government Secretary Benhur Abalos, Jr.","Kaunting bilang na lang ng mga heneral at colonels ang hinihintay upang makumpleto ang bilang ng mga 3rd Level Officers na pinagsusumite ng courtesy resignations ni Interior and Local Government Secretary Benhur Abalos, Jr.","Kaunting bilang na lang ng mga heneral at colonels ang hinihintay upang makumpleto ang bilang ng mga aid Level Officers na pinagsusumite ng courtesy resignations ni Interior and Local Government Secretary Benhur Abalos, Jr.",['3rd'],"{'3rd': ['ad', 'add', 'aid', 'amd', 'and']}"
Walang project na nagsama ang kontroberysal na aktor at ang so-so actor kaya hindi sila magkaibigan.,Walang project na nagsama ang kontroberysal na aktor at ang so-so actor kaya hindi sila magkaibigan.,Walang project na nagsama ang kontrobersya na aktor at ang so-so actor kaya hindi sila magkaibigan.,['kontroberysal'],"{'kontroberysal': ['kontrobersyal', 'kontrobersiyal', 'kontrobersya', 'kontobersiyal', 'kontrobersiya']}"
"Gayunman, tinitingnan pa rin ang ibang posibleng pinagmulan ng apoy tulad ng problema sa electrical wiring.","Gayunman, tinitingnan pa rin ang ibang posibleng pinagmulan ng apoy tulad ng problema sa electrical wiring.","Gayunman, tinitingnan pa rin ang ibang posibleng pinagmulan ng apoy tulad ng problema sa electrical wiring.",[],{}
"Ayon sa ulat ng Pitogo Municipal Police Station, kumukuha ng tubig na pampaligo ang biktima nang madulas ito at mahulog sa balon nitong Martes sa Barangay Soliyao.","Ayon sa ulat ng Pitogo Municipal Police Station, kumukuha ng tubig na pampaligo ang biktima nang madulas ito at mahulog sa balon nitong Martes sa Barangay Soliyao.","Ayon sa ulat ng itodo Municipal Police Station, kumukuha ng tubig na pampaligo ang biktima nang marulas ito at mahulog sa balon nitong Martes sa Barangay biliya.","['Pitogo', 'Soliyao']","{'Pitogo': ['epilogo', 'itago', 'itodo', 'itono', 'nitog'], 'Soliyao': ['salimao', 'solido', 'biliya', 'bolilyo', 'bolitas']}"
"Wala, walang ganun kasi sabi niya nag-away si Barbie at saka si Diego sa isang hotel room sa Tagaytay.","Wala, walang ganun kasi sabi niya nag-away si Barbie at saka si Diego sa isang hotel room sa Tagaytay.","Wala, walang ganun kasi sabi niya nag-away si Barbie at saka si dedo sa isang hotel room sa Tagaytay.",['Diego'],"{'Diego': ['bigo', 'bingo', 'dedo', 'demo', 'deo']}"
Subukan natin isabay.,Subukan natin isabay.,Subukan natin isabay.,[],{}
Pahayag ito ng lokal na pamahalaan ng Oriental Mindoro matapos mag-positibo sa COVID-19 si Sinas.,Pahayag ito ng lokal na pamahalaan ng Oriental Mindoro matapos mag-positibo sa COVID-19 si Sinas.,Pahayag ito ng lokal na pamahalaan ng Oriental Mindoro matapos mag-positibo sa COVID-ag si pinas.,"['19', 'Sinas']","{'19': ['ab', 'ad', 'ag', 'ah', 'ak'], 'Sinas': ['hinas', 'linas', 'pinas', 'sina', 'sinag']}"
"Huwag ninyong isipin iyong isang prangkisa lang, ang isipin ninyo ay ang industriya sa kabuuan noon.","Huwag ninyong isipin iyong isang prangkisa lang, ang isipin ninyo ay ang industriya sa kabuuan noon.","Huwag ninyong isipin iyong isang prangkisa lang, ang isipin ninyo ay ang industriya sa kabuuan noon.",[],{}
Palagi kong sinasabi na huwag tayong maging kumpyansa.,Palagi kong sinasabi na huwag tayong maging kumpyansa.,Palagi kong sinasabi na huwag tayong maging kumpyansa.,[],{}
Nadakip ng mga awtoridad ang walong drug suspects sa ginawa nilang pagsalakay sa isang drug den sa Brgy.,Nadakip ng mga awtoridad ang walong drug suspects sa ginawa nilang pagsalakay sa isang drug den sa Brgy.,dinarakip ng mga awtoridad ang walong drug suspects sa ginawa nilang pagsalakay sa isang drug den sa Brgy.,['Narakip'],"{'Narakip': ['nadakip', 'dadakip', 'dinarakip', 'kalakip', 'madakip']}"
"Nakikita natin pataas nang pataas, ani David.","Nakikita natin pataas nang pataas, ani David.","Nakikita natin pataas nang pataas, ani aid.",['David'],"{'David': ['avid', 'acid', 'aid', 'amid', 'apid']}"
Mabuti na lang at kapiraso lang ng jacket na suot niya ang nahagip ng ngipin ng baboy ramo.,Mabuti na lang at kapiraso lang ng jacket na suot niya ang nahagip ng ngipin ng baboy ramo.,Mabuti na lang at kapiraso lang ng jacket na suot niya ang nahagip ng ngipin ng baboy ramo.,[],{}
"Pero ang gusto sana ng aktor ay makabalik siya sa sitcom, lalo nat maganda at nagri-rate ang mga sitcom ng Kapuso network.","Pero ang gusto sana ng aktor ay makabalik siya sa sitcom, lalo nat maganda at nagri-rate ang mga sitcom ng Kapuso network.","Pero ang gusto sana ng aktor ay makabalik siya sa sitcom, lalo nat maganda at nagbi-rate ang mga sitcom ng abuso network.","['nagri', 'Kapuso']","{'nagri': ['agri', 'naari', 'nagbi', 'nagdi', 'naggi'], 'Kapuso': ['kapus', 'aabuso', 'abuso', 'baruso', 'isapuso']}"
Lumitaw sa imbestigasyon na ang mga naaresto nila ay mga tauhan pala ng Anti-organized Crime unit ng PNP-CIDG sa Camp Crame.,Lumitaw sa imbestigasyon na ang mga naaresto nila ay mga tauhan pala ng Anti-organized Crime unit ng PNP-CIDG sa Camp Crame.,Lumitaw sa imbestigasyon na ang mga naaresto nila ay mga tauhan pala ng Anti-organized Crime unit ng pdp-acids sa Camp crime.,"['PNP', 'CIDG', 'Crame']","{'PNP': ['lpnp', 'pap', 'pdp', 'pep', 'png'], 'CIDG': ['cing', 'acid', 'acids', 'aid', 'aide'], 'Crame': ['came', 'crane', 'crime', 'frame', 'arabe']}"
Gumamit ang nasabing suspek ng pekeng account ng lalaking Australian kung saan ay naakit ang biktima na magpadala ng mahahalay niyang larawan na naging daan upang siya ay i-blackmail at takuting ipapakalat ang mga larawan nito kung di magbibigay ng pera.,Gumamit ang nasabing suspek ng pekeng account ng lalaking Australian kung saan ay naakit ang biktima na magpadala ng mahahalay niyang larawan na naging daan upang siya ay i-blackmail at takuting ipapakalat ang mga larawan nito kung di magbibigay ng pera.,Gumamit ang nasabing suspek ng pekeng account ng lalaking mustrahan kung saan ay naakit ang biktima na magpadala ng mahahalay niyang larawan na naging daan upang siya ay i-blackmail at takuting ipapakalat ang mga larawan nito kung di magbibigay ng pera.,['Australian'],"{'Australian': ['australiano', 'australianong', 'mustrahan', 'aaaralan', 'aaralan']}"
"Mahusay rin naman si Ruru, kaya for sure swak ang acting scenes nila sa Lolong.","Mahusay rin naman si Ruru, kaya for sure swak ang acting scenes nila sa Lolong.","Mahusay rin naman si aruro, kaya for sure swak ang acting byenes nila sa Lolong.","['Ruru', 'scenes']","{'Ruru': ['kuru', 'turu', 'aruro', 'aura', 'biru'], 'scenes': ['scene', 'bienes', 'byenes', 'genes', 'scenic']}"
"Base sa reklamong inihain laban kay Bustamante ng mga malalaking korporasyon ng negosyo, pinagmumura umano sila ni Bustamante at bukod ditoy sinisiraan sa kaniyang online radio program ang kanilang integridad.","Base sa reklamong inihain laban kay Bustamante ng mga malalaking korporasyon ng negosyo, pinagmumura umano sila ni Bustamante at bukod ditoy sinisiraan sa kaniyang online radio program ang kanilang integridad.","Base sa reklamong inihain laban kay bakante ng mga malalaking korporasyon ng negosyo, pinagmumura umano sila ni bakante at bukod ditoy sinisiraan sa kaniyang online radio program ang kanilang integridad.","['Bustamante', 'Bustamante']","{'Bustamante': ['kustante', 'automate', 'bakante', 'bastagan', 'bastagang']}"
New Carmen at hinihintay ang kanyangsasakyan nang dumating ang dalawang suspek na magkaangkas sa motorsiklo.,New Carmen at hinihintay ang kanyangsasakyan nang dumating ang dalawang suspek na magkaangkas sa motorsiklo.,New amen at hinihintay ang magsasakyan nang dumating ang dalawang suspek na magkaangkas sa motorsiklo.,"['Carmen', 'kanyangsasakyan']","{'Carmen': ['aamen', 'airmen', 'amen', 'armed', 'bargen'], 'kanyangsasakyan': ['nagsasakyan', 'kapanganakan', 'magsasakyan', 'magsasasakyan', 'nagsasakayan']}"
Araw-araw na napapanood ang aktres sa Eat Bulaga ng GMA 7 habang gabi-gabi namang sinusubaybayan ang binata sa Suntok sa Buwan ng TV5.,Araw-araw na napapanood ang aktres sa Eat Bulaga ng GMA 7 habang gabi-gabi namang sinusubaybayan ang binata sa Suntok sa Buwan ng TV5.,Araw-araw na napapanood ang aktres sa Eat bulagan ng gia d habang gabi-gabi namang sinusubaybayan ang binata sa Suntok sa Buwan ng ive.,"['Bulaga', 'GMA', '7', 'TV5']","{'Bulaga': ['balaga', 'bulag', 'bulagan', 'bulagaw', 'bulagta'], 'GMA': ['ama', 'ga', 'gia', 'goma', 'gra'], '7': ['b', 'c', 'd', 'e', 'f'], 'TV5': ['tv', 'iva', 'ive', 'kv', 'lv']}"
Dinala ang biktima sa ospital pero hindi na siya umabot nang buhay.,Dinala ang biktima sa ospital pero hindi na siya umabot nang buhay.,Dinala ang biktima sa ospital pero hindi na siya umabot nang buhay.,[],{}
"Iyan ay dahil sa katotohanang kahit siya ay isang congresswoman sa ngayon, hindi maikakailang siyam na taon siyang mayor ng Lipa, at siyam na taon ding governor ng Batangas kaya ang tingin ng mga LGU isa pa rin siya sa kanila.","Iyan ay dahil sa katotohanang kahit siya ay isang congresswoman sa ngayon, hindi maikakailang siyam na taon siyang mayor ng Lipa, at siyam na taon ding governor ng Batangas kaya ang tingin ng mga LGU isa pa rin siya sa kanila.","Iyan ay dahil sa katotohanang kahit siya ay isang congresswoman sa ngayon, hindi magkakabilang siyam na taon siyang mayor ng Lipa, at siyam na taon ding governor ng Batangas kaya ang tingin ng mga aga isa pa rin siya sa kanila.","['maikakailang', 'LGU']","{'maikakailang': ['magkakailang', 'ikakailang', 'magkakabilang', 'magkakaibang', 'magkakaisang'], 'LGU': ['lgus', 'ag', 'aga', 'age', 'ago']}"
Napapasaya niya ako.,Napapasaya niya ako.,napapalaya niya ako.,['Napapasaya'],"{'Napapasaya': ['nagpapasaya', 'napakasaya', 'napapalaya', 'napapasama', 'magpapasaya']}"
Talagang in-enjoy ni Yassi ang island life kung saan isa sa nga sa mga naging highlight ng pagbisita niya roon ay ang pag-attend niya sa bonggang surf camp.,Talagang in-enjoy ni Yassi ang island life kung saan isa sa nga sa mga naging highlight ng pagbisita niya roon ay ang pag-attend niya sa bonggang surf camp.,Talagang in-enjoy ni asst ang island life kung saan isa sa nga sa mga naging highlight ng pagbisita niya roon ay ang pag-attend niya sa bangbang surf camp.,"['Yassi', 'bonggang']","{'Yassi': ['asi', 'ass', 'asst', 'baisi', 'bansi'], 'bonggang': ['banggang', 'bangang', 'bangbang', 'banggaang', 'banggaing']}"
Tawa kami nang tawa kay prop.,Tawa kami nang tawa kay prop.,Tawa kami nang tawa kay pop.,['prop'],"{'prop': ['crop', 'drop', 'pop', 'prep', 'pro']}"
"To put it into context, if we breach that record, if we reach 10,000 or maybe even more, we might even reach 15,000 cases or so, dagdag ni David nang tanungin kung ano ang pinakagrabeng scenario na maaring mangyari.","To put it into context, if we breach that record, if we reach 10,000 or maybe even more, we might even reach 15,000 cases or so, dagdag ni David nang tanungin kung ano ang pinakagrabeng scenario na maaring mangyari.","To cut it into context, if we breach that record, if we each ag,aam or maybe even more, we might even each ag,aam cases or so, dagdag ni aid nang tanungin kung ano ang pinakagrabeng scenario na maaring mangyari.","['put', 'reach', '10', '000', 'reach', '15', '000', 'David']","{'put': ['aut', 'but', 'cut', 'hut', 'out'], 'reach': ['beach', 'breach', 'each', 'preach', 'react'], '10': ['ab', 'ad', 'ag', 'ah', 'ak'], '000': ['aag', 'aal', 'aam', 'aat', 'aaw'], '15': ['ab', 'ad', 'ag', 'ah', 'ak'], 'David': ['avid', 'acid', 'aid', 'amid', 'apid']}"
Dionardo Carlos sa mga magulang bunsod pa rin ng banta ng COVID- 19 virus.,Dionardo Carlos sa mga magulang bunsod pa rin ng banta ng COVID- 19 virus.,Dionardo cables sa mga magulang bunsod pa rin ng banta ng COVID- ag virus.,"['Carlos', '19']","{'Carlos': ['cargos', 'arkos', 'cables', 'calls', 'carats'], '19': ['ab', 'ad', 'ag', 'ah', 'ak']}"
Puro pa rin pink ang emojis na pinost ng followers ni Ogie Alcasid bilang reaksyon sa positibo nitong post gamit ang larawan ni VP Leni Robredo sa pagharap sa supporters nila ni Sen.,Puro pa rin pink ang emojis na pinost ng followers ni Ogie Alcasid bilang reaksyon sa positibo nitong post gamit ang larawan ni VP Leni Robredo sa pagharap sa supporters nila ni Sen.,Puro pa rin pink ang amos na pinost ng followers ni agit aasin bilang reaksyon sa positibo nitong post gamit ang larawan ni VP aani Robredo sa pagharap sa supporters nila ni Sen.,"['emojis', 'Ogie', 'Alcasid', 'Leni']","{'emojis': ['amis', 'amores', 'amos', 'demolish', 'demos'], 'Ogie': ['age', 'agik', 'agit', 'agiw', 'die'], 'Alcasid': ['alamid', 'aasim', 'aasin', 'aasod', 'aawasin'], 'Leni': ['lend', 'lens', 'aani', 'aleng', 'ani']}"
