Original Sentence,Gold Sentence
Nung time na yon nakakalungkot nadown rin ako,Nung time na yon nakakalungkot nadown din ako
 overall pick noong  PBA rookie Draft, overall pick noong  PBA Rookie Draft
Ang lutein ay makakatulongsa pagprotekta sa ating eye health,Ang lutein ay makakatulong sa pagprotekta sa ating eye health
Hey Joe ang title ng nasabing movie sila Arjo,Hey Joe ang title ng nasabing movie nila Arjo
Iba yung driver ng motor iba yung gunman,Iba yung driver ng motor iba yung gunman
Nasugatan sa pagsabog ang isang lalaking TRICYCLE driver,Nasugatan sa pagsabog ang isang lalaking tricycle driver
Makatarungan ba ang mga kondisyong sa ilalim nito,Makatarungan ba ang mga kondisyong sa ilalim nito
Ganun raw ang matatapang na tao,Ganun daw ang matatapang na tao
May nasilip din silang kung ano sa lungs ko,May nasilip din silang kung ano sa lungs ko
Ang sabi niyaepekto ito ng kanyang stroke noong ,Ang sabi niya epekto ito ng kanyang stroke noong 
Idol ko siya mataas ang respeto ko SA kanya,Idol ko siya mataas ang respeto ko sa kanya
Sa Bangkok lang naman kaya med yo malapitlapit lang,Sa Bangkok lang naman kaya medyo malapitlapit lang
Rocesnoong Mayo ,Roces noong Mayo 
Kapwa patay ang mga rider,Kapwa patay ang mga rider
Talagang big joker SI Papa Digong,Talagang big joker si Papa Digong
Batay sa ulat ng VPNMentor umabot sa ,Batay sa ulat ng VPNMentor aabot sa 
Ito din ang dagdagsingil kapag rush hour,Ito rin ang dagdagsingil kapag rush hour
Bakit gobyerno lang baang namomroblema sa ekonomiya,Bakit gobyerno lang ba ang namomroblema sa ekonomiya
Ngayong lumaki ang issue deleted na post mo girl,Ngayong lumaki ang issue deleted na ang post mo girl
Gusto na sigurong makapaggrocery ng libre niyan,Gusto na sigurong makapaggrocery nang libre niyan
Lahat ng ito mapapanood in in K resolution,Lahat ng ito mapapanood in K resolution
Inencourage ako ni Direk Joel ibigay lahat,Inencourage ako ni Direk Joel na ibigay lahat
Dito YUNG papuntang Site Harry,Dito yung papuntang Site Harry
“Bakit ako ginawa ko naman lahat,“Bakit ako ginawa ko naman lahat
Doon na lang ayos na,Doon na lang ayos na
Merong bumubulwak natubig diyan kahit saan ani Comidoy,Merong bumubulwak na tubig diyan kahit saan ani Comidoy
Tawa naman niya nang tawa,Tawa naman siya nang tawa
Nakabase ang schedule sa magiging resulta ng test,Nakabase ang schedule sa magiging resulta ng test
Wala raw siyang karapatang magkaroon ng upuan sa Senado,Wala raw siyang karapatang magkaroon ng upuan sa Senado
Nakakabilib nga daw ang kasipagan ng Superstar,Nakakabilib nga raw ang kasipagan ng Superstar
Nasagasaan naman niya ng bus na kasunod nila,Nasagasaan naman siya ng bus na kasunod nila
Oh sige tinatakbo ako ng bise presidente,Oh sige tatakbo ako ng bise presidente
Kasi ang sarap siya gawin,Kasi ang sarap niya gawin
Tinanggihan ito ng PDP at naintindihan natin ito,Tinanggihan ito ng PDP at naiintindihan natin ito
TALAGANG natanso ako”sabi ni direk,Talagang natanso ako”sabi ni direk
Paano kung naging makabuluhan pala ang kanilang paguusap,Paano kung naging makabuluhan pala ang kanilang paguusap
Ano pong masasabi nyo rito tanong ni Brosas,Ano pong masasabi nyo rito tanong ni Brosas
Makatutulong rin ang paghiga para marelax ang tao,Makatutulong din ang paghiga para marelax ang tao
Mayroon LANG kaming observation sa mga sinehan ngayon,Mayroon lang kaming observation sa mga sinehan ngayon
Paano kung malaman ni Evelyn ang buong katotohanan,Paano kung malaman ni Evelyn ang buong katotohanan
Mula LOLA hanggang apo asahan nyong darating,Mula lola hanggang apo asahan nyong darating
“so nakatenggakami magkausap kami,“So nakatengga kami magkausap kami
Matagal ng nagsasakripisyo ang ating mga guro,Matagal nang nagsasakripisyo ang ating mga guro
Da pat din aniya mangako ni Marcos Jr,Dapat din aniya mangako ni Marcos Jr
“hindi talaga ko ko puwede sa pulitika,“Hindi talaga ko puwede sa pulitika
Ikinasaya ang heart ko kapag lumang kanta ang pinakikinggan,Sumasaya ang heart ko kapag lumang kanta ang pinakikinggan
Pinamarbuhan ngbayang ito kamakalawa,Pinamarbuhan ng bayang ito kamakalawa
Sa ngayon okay naman po pero hindi nakakalabas,Sa ngayon okay naman po pero hindi kami nakakalabas
Kapapangako ko sa inyo itong makabagong Amoranto Sports Complex,Ipinangako ko sa inyo itong makabagong Amoranto Sports Complex
Sa oras na natapos ang pagaaral inaasahan ni Fr,Sa oras na natapos ang pagaaral inaasahan ni Fr
Gayunman ay agaran naman sila umanong ginawan ng aksyon,Gayunman ay agaran naman nila umanong ginawan ng aksyon
Ang galinggaling palang magballet ni kuya kimatienza,Ang galinggaling palang magballet ni kuya kim atienza
Yun rin ang nangyayari sa ating pagtanda,Yun din ang nangyayari sa ating pagtanda
Hihindi tayo nagpatinag,Hindi tayo nagpatinag
And people ibaiba yungbasehan natin,And people ibaiba yung basehan natin
Nakakaoverwhelm” paglalahad ni Cristine,Nakakaoverwhelm” paglalahad ni Cristine
Hindi naman lahat nabibiyayaan nabibiyayaan,Hindi naman lahat nabibiyayaan
Manood ng Fast Talk ni Boy Abunda,Manood kayo ng Fast Talk ni Boy Abunda
AT tiyaga talaga ang key sa pagaalaga,At tiyaga talaga ang key sa pagaalaga
Nung magsolo na siya e lalo na siyang yumabang,Nung magsolo na siya e lalo na siyang yumabang
Kabilang rito ang cyberlibel at estafa,Kabilang dito ang cyberlibel at estafa
Sinabayan rin niya ito ng workout,Sinabayan din niya ito ng workout
Julia nagpost ng pagmamahal kay Coco,Julia nagpost ng pagmamahal kay Coco
Na ang video sa kanyang account,Wala na ang video sa kanyang account
Immediately paliwanagng Punong Ehekutibo,Immediately paliwanag ng Punong Ehekutibo
Nabura angpangalan ni Andrea sa cast,Nabura ang pangalan ni Andrea sa cast
SILA ang naglalabas eh,Sila ang naglalabas eh
Siya po yun so ano pa ba ang bago,Siya po yun so ano pa ba ang bago
Nabigay din ng PSC si Gov,Binigyan din ng PSC si Gov
Kaya nganagtataka ako,Kaya nga nagtataka ako
Bakit hindi niya nagaanunsiyo,Bakit hindi siya nagaanunsiyo
Sana makatikim rin kami nito Paolo,Sana makatikim din kami nito Paolo
Papagalitan ko talaga manginginig katalaga,Papagalitan ko talaga manginginig ka talaga
Walang forever sa kahit anong larangan,Walang forever sa kahit anong larangan
Nang pindutin ang link nahack rin ang Facebook nito,Nang pindutin ang link nahack din ang Facebook nito
Minsan pag sobrang pagod nilabasan pa rin siya,Minsan pag sobrang pagod lumalabas pa rin siya
Habang ang kanyang kababayang si Shi Cong ,Habang ang kanyang kababayang si Shi Cong 
Medyo shaky yung performance namin though mananalo naman,Medyo shaky yung performance namin though nanalo naman
Hopefully ganon dinsa kanya,Hopefully ganon din sa kanya
Sa mga nahawaan  na angnamamatay,Sa mga nahawaan  na ang namamatay
Magandang kumbinasyon kungtutuusin,Magandang kumbinasyon kung tutuusin
Albie hindi sigurado kung gagana sa kanya ang kasal,Albie hindi sigurado kung gagana sa kanya ang kasal
Kasi parang ginusto din namin ito,Kasi parang ginusto rin namin ito
Makuha kaya niya ang inaasam na cellphone,Makuha kaya niya ang inaasam na cellphone
Masayang kasasagot si Clarkson sa pahayag ni Lin,Masayang sumagot si Clarkson sa pahayag ni Lin
Biglang preno at iba iba na ang tono,Biglang preno at iba na ang tono
Tawag namin siyang scammer,Tinawag namin siyang scammer
Gusto ko pagibig pagkontra naman ng binata,Gusto ko pagibig pagkontra naman ng binata
Mayroon pa rin kayang mamamagitan sa kanilang pagtatalo,Mayroon pa rin kayang mamamagitan sa kanilang pagtatalo
Sa social media raw raw siya nakikipagtransaksiyon,Sa social media raw siya nakikipagtransaksiyon
Finally September na talaga paganunsyo ng aktres,Finally September na talaga paganunsyo ng aktres
Binalikan ko siya nagsorry ako,Binalikan ko siya nagsorry ako
Humindi pa siya nagbigay ng pahayagLBG GMA News,Hindi pa siya nagbigay ng pahayagLBG GMA News
Patuloy na inalam ng pulisys ang motibo sa krimen,Patuloy na inaalam ng pulisys ang motibo sa krimen
Ang nagtutulak rin sa kanila kung bakit sila nagaarmas,Ang nagtutulak din sa kanila kung bakit sila nagaarmas
Dito nagawang makuha ni Cools angarmas mula sa lalaki,Dito nagawang makuha ni Cools ang armas mula sa lalaki
Delikado din iyon para sa ibang tao,Delikado rin iyon para sa ibang tao
Aabot na lamang anya sa ,Umaabot na lamang anya sa 
Mangahan Pasig City bago nila pinagnakawan,Mangahan Pasig City bago sila pinagnakawan
“bunga niya ng nagkukulitan lang,“Bunga siya ng nagkukulitan lang
so dapat maganda yung lugar presentable,So dapat maganda yung lugar presentable
Hindi na ulit sila sinusubok ng IVF,Hindi na ulit sila susubok ng IVF
Fu So bakit,Fu So bakit
Tapos minsan wala pa ako doon kasi barkada nights,Tapos minsan wala pa ako roon kasi barkada nights
Matapos pirma sa Hiroshima Dragonflies,Matapos pumirma sa Hiroshima Dragonflies
Hindi ako pumayag dinaragdagan ko pa,Hindi ako pumayag dinagdagan ko pa
Siya ang tinutukoy na dahilan nang hiwalayan nang dalawa,Siya ang tinutukoy na dahilan nang hiwalayan ng dalawa
Dapat nakita yung sinasabi mo tapos yung galaw mo,Dapat nakikita yung sinasabi mo tapos yung galaw mo
Paggising ko nabangga na ako,Paggising ko nabangga na ako
Nang magclick ang kaniyang pakulo itinuloytuloy na siya ito,Nang magclick ang kaniyang pakulo itinuloytuloy na niya ito
may iniisyu pang bading diumano ang third party,May iniisyu pang bading diumano ang third party
Pati raw ang mga magsasabi nito medyo nagugulat sila,Pati raw ang mga sinasabi nito medyo nagugulat sila
Pano tayo niyan mga kaibigan,Pano tayo niyan mga kaibigan
Nagmukhang ako yung cheater,Nagmukhang ako yung cheater
Para sa kanya blessing daw ang magkaroonng anak,Para sa kanya blessing daw ang magkaroon ng anak
pag balatsibuyas ka hindimo kaya out ka na,Pag balatsibuyas ka hindi mo kaya out ka na
Nakakadalawa na daw kasi siya,Nakakadalawa na raw kasi siya
Nagbigay siya Reyes ng pangalan,Nagbigay siya Reyes ng mga pangalan
So nagdecide na lang ako na huwag nang pumunta,So nagdecide na lang ako na huwag nang pumunta
Tiniyak din niya na hindinila ipinagwawalambahala ang naturang isyu,Tiniyak din niya na hindi nila ipinagwawalambahala ang naturang isyu
Batay sareport na nakarating sa tanggapan ni PCol,Batay sa report na nakarating sa tanggapan ni PCol
Sumikat nga ang piyesa niya pero wala nang kasunod,Sumikat nga ang piyesa niya pero wala nang kasunod
Kasi kapag namatay ka isesettle yung estate mo,Kasi kapag namatay ka isesettle yung estate mo
Nitong Nobyembre  ang deadline sa substitution ng mga kandidato,Nitong Nobyembre  ang deadline sa substitution ng mga kandidato
Sosyal ang bangayan nila Inglisan sila nang Inglisan,Sosyal ang bangayan nila Inglisan sila nang Inglisan
Parang feeling niya kapiling niya yunglalaki,Parang feeling niya kapiling niya yung lalaki
Kaya nagsubok siyang ligawan ni Jeric,Kaya sinubukan siyang ligawan ni Jeric
Ganoon dinpo ako,Ganoon din po ako
Buti na langtalaga thank God,Buti na lang talaga thank God
Litanya litanya niya sa kanyang Instagram post,Litanya niya sa kanyang Instagram post
Kahapon ay may taping pa pala ang Darna huh,Kahapon ay may taping pa pala ang Darna huh
Napakaliit ko lamang na kayang kaya nila ako,Napakaliit ko lamang na kayangkaya nila ako
Naman ang naghintay ng kanilang second dose ng vaccine,Naman ang naghihintay ng kanilang second dose ng vaccine
Kung saan rin nakatali ang babyramo,Kung saan din nakatali ang babyramo
Yon pa din ang bibliya natin sakaling tatama ang ,Yon pa rin ang bibliya natin sakaling tatama ang 
Noong una po kinabahan kami kasi Hala,Noong una po kinabahan kami kasi Hala
Kahit isang milyon wala kami P milyon pa kaya,Kahit isang milyon wala kami P milyon pa kaya
Hindi kami bayad,Hindi kami bayad
Tatrabahuin sila ng anim na araw kada linggo,Magtatrabaho sila ng anim na araw kada linggo
Tinatanong niya kung puwede ka puwede ka nak,Tinatanong niya kung puwede ka puwede ka nak
Pinusuan rin ito ng netizens na tagahanga nila,Pinusuan din ito ng netizens na tagahanga nila
WALANG sinasabi ang dalawa na may relasyon sila,Walang sinasabi ang dalawa na may relasyon sila
Bukod pa aniya ito sa ,Bukod pa aniya ito sa 
Sanatatandaan namin iyon ang pinakamalaking showbiz wedding,Sa natatandaan namin iyon ang pinakamalaking showbiz wedding
yan ay kahit makipagugnayan ANG Pilipinas o hindi,Yan ay kahit makipagugnayan ang Pilipinas o hindi
Meron tayong  BuCorwide pdls,Meron tayong  BuCorwide PDLs
Nanatili rin ang mga Pinoy ca gers sa No,Nanatili rin ang mga Pinoy cagers sa No
Kaya talagang tutulungan talaga namin,Kaya talagang tinulungan talaga namin
Paraparaan rin ang ilang presidentables huh,Paraparaan din ang ilang presidentables huh
Gayunman wala daw nakikitang foulplay sa insidente ang pulisya,Gayunman wala raw nakikitang foulplay sa insidente ang pulisya
Hin di naman po ako nangangailangan,Hindi naman po ako nangangailangan
Mayamaya pa lumabas niya at nagtungo naman sa kabila,Mayamaya pa lumabas siya at nagtungo naman sa kabila
Magsisisi rin niya sa bandang huli,Magsisisi rin siya sa bandang huli
Milyong pamilya ang nagsabing mahirap nila nakaraang Abril  samantalang ,Milyong pamilya ang nagsabing mahirap sila nakaraang Abril  samantalang 
Asawa siya ang isa nanay niya naman ang kalaban,Asawa niya ang isa nanay niya naman ang kalaban
Sa pagdiriwang nganibersaryo ng Dapat Alam Mo,Sa pagdiriwang ng anibersaryo ng Dapat Alam Mo
Noong kabataan ay talagang mahiyain raw ng aktres,Noong kabataan ay talagang mahiyain daw ng aktres
Panahon na para solusyunan bagay na ito ani Estrada,Panahon na para solusyunan ang bagay na ito ani Estrada
Narito ang sariwang numero na inilabas ng DOH,Narito ang mga sariwang numero na inilabas ng DOH
 na suspek ay kakasuhan ng paglabag sa PD,Ang  na suspek ay kakasuhan ng paglabag sa PD
Natatawang kuwento ng aming source,Natatawang kuwento ng aming source
Saya saya namin mag ina,Saya saya namin mag ina
Si Coleen hindi naman niya mabrand na tao,Si Coleen hindi naman siya mabrand na tao
Halos niya na lang binabantayan ko eh,Halos siya na lang binabantayan ko eh
Tila nagpapahiwatig rin daw ang anino sa kanya,Tila nagpapahiwatig din daw ang anino sa kanya
Ay yung tubig,Ay yung tubig
Nanunumpa ako sa kanilang lahat na nila ay paglilingkuran,Nanunumpa ako sa kanilang lahat na sila ay paglilingkuran
Inasahan na nasa ,Inaasahan na nasa 
Pwede naman ito gawin nang tahimik wala nang propaganda,Pwede naman ito gawin nang tahimik wala nang propaganda
Wala silang magawa kundi isara ang kanilang computershop,Wala silang magawa kundi isara ang kanilang computer shop
Kaya sino ang gagawa ng disenteng pelikula kung,Kaya sino ang gagawa ng disenteng pelikula kung ganyan
Kapag gustong magtravel isang barangay ang kailangang dalhin,Kapag gustong magtravel isang barangay ang kailangang dalhin
Kahit di sila napanood maraming nagkocomment agad,Kahit di nila napanood maraming nagkocomment agad
Lagi kayo nagpiPCR,Lagi kayo nagpiPCR
Pinahiga namin sila sa ilog tapos kinanta sila,Pinahiga namin sila sa ilog tapos kumakanta sila
Alam mo kaagad na yung superhero tao di ba,Alam mo kaagad na yung superhero tao di ba
Kapag naho homesick kami,Kapag nahohomesick kami
Kagaya po ng buhok ani JC,Kagaya po ng buhok ani JC
Susuotin nito ang jersey No  sa UAAP,Susuotin nito ang jersey No  sa UAAP
Pero sabi ni Pres,Pero sabi ni Pres
Kaya huwag na daw sanang gawing isyu pa ito,Kaya huwag na raw sanang gawing isyu pa ito
May ganon talaga,May ganon talaga
Riyan na nagsimula si Kuya Germs,Diyan na nagsimula si Kuya Germs
Binibisita lamang sa TrabaHanap,Bumisita lamang sa TrabaHanap
Taos puso namang nagpapasalamatsi Dir,Taos puso namang nagpapasalamat si Dir
Sana MAKARAOS na lahat,Sana makaraos na lahat
Burabod ngbayang ito kamakalawa ng hapon,Burabod ng bayang ito kamakalawa ng hapon
Duguan din ANG katapat nitong kalsada,Duguan din ang katapat nitong kalsada
Nagtamo din ng minor injuries ang kaniyang ina,Nagtamo rin ng minor injuries ang kaniyang ina
Bakit naman po natin idadamay ang walang kakibokibong inumin,Bakit naman po natin idadamay ang walang kakibokibong inumin
MATATANDAANG ipinagutos ni Pangulong Ferdinand Marcos Jr,Matatandaang ipinagutos ni Pangulong Ferdinand Marcos Jr
Siya ang pinakapopular na aktor ng kanyang panahon,Siya ang pinakapopular na aktor ng kanyang panahon
Panginoon sa Iyo ko inilagak ang pagasa,Panginoon sa Iyo ko inilagak ang pagasa
Dito nga ay naramdaman na siya na safe siya,Dito nga ay naramdaman na niya na safe siya
Naging kilala rin sa mga awardwinning na programang pangkalusugan,Naging kilala rin ito sa mga awardwinning na programang pangkalusugan
And ayoko din naman bumitaw,And ayoko rin naman bumitaw
Domingo ng bayang ito noong Lunes ng gabi,Domingo ng bayang ito noong Lunes ng gabi
Sabi ko si ge tingnan ko lang,Sabi ko sige tingnan ko lang
Ito naman poay inabprubahan na wika ni Evangelista,Ito naman po ay inabprubahan na wika ni Evangelista
Magpapeke pa ba tayo or what,Magpapeke pa ba tayo or what
Dun siya nagkukulang,Dun siya nagkukulang
In SHORT may pagkasuplada ang MRO na ito,In short may pagkasuplada ang MRO na ito
Hingi ako ng basbas sa Panginoon,Humingi ako ng basbas sa Panginoon
Medyo matagal din bago malilimutan ng tao ang probinsyano,Medyo matagal din bago malilimutan ng tao ang Probinsyano
Ang galing ni Iana Bernardez at ni Elijah Canlas,Ang galing ni Iana Bernardez at ni Elijah Canlas
“Paano ko ba sasabihin ito,“Paano ko ba sasabihin ito
Isa kang tunay na Darna,Isa kang tunay na Darna
Ang peg namin riyan si Taylor Hill,Ang peg namin diyan si Taylor Hill
Kung winala nito hindi maaaring magdemanda ang kapitbahay,Kung wala nito hindi maaaring magdemanda ang kapitbahay
Sino ang naginfluence sa Congress na ipass ito,Sino ang naginfluence sa Congress na ipass ito
Somay ganong aspeto rin yon ayon sa senador,So may ganong aspeto rin yon ayon sa senador
Samantala kasa ma ang magamang Sen,Samantala kasama ang magamang Sen
Natutuwa si Martin na maipagpapatuloy siya ito bilang Kapuso,Natutuwa si Martin na maipagpapatuloy niya ito bilang Kapuso
Milyon rito ay nakakuha na ng second dose,Milyon dito ay nakakuha na ng second dose
Isa niya sa mga pinakamagaling na aktres sa Pilipinas,Isa siya sa mga pinakamagaling na aktres sa Pilipinas
Nakakatulong naman siya kahit wala siya saposisyon,Nakakatulong naman siya kahit wala siya sa posisyon
Dalawang dekada ng aktibo sa show business si Empoy,Dalawang dekada nang aktibo sa show business si Empoy
Pero hanggang roon muna kami,Pero hanggang doon muna kami
Mabuti na lang daw at nagkaanak nila ng bakla,Mabuti na lang daw at nagkaanak sila ng bakla
Kasama raw niyang nagbabakasyon ang anak NA si Athena,Kasama raw niyang nagbabakasyon ang anak na si Athena
Sabi ko talaga Ha,Sabi ko talaga Ha
Walang pangalang pinatatamaan pero tumatagos huh,Walang pangalang pinatatamaan pero tumatagos huh
Pero ang lalaki na pala nang kambal ni Sen,Pero ang lalaki na pala ng kambal ni Sen
Nagtatapos siya sa nasabing Oxford degree sa Marso  ,Magtatapos siya sa nasabing Oxford degree sa Marso  
Ano ba yan napakainconsistent niya,Ano ba yan napakainconsistent niya
Were excited nalalabas na rin soon napapangiti niyang pahayag,Were excited na lalabas na rin soon napapangiti niyang pahayag
yan ang laging sinasabi nila,Yan ang laging sinasabi nila
At sino ang uuwi na luhaan,At sino ang uuwi na luhaan
Mabilis daw na “No” ang reaction NG mommy niya,Mabilis daw na “No” ang reaction ng mommy niya
Matigas lang talaga ulo ko nasugatan niya sa ulo,Matigas lang talaga ulo ko nasugatan siya sa ulo
Kung sabagay ganundin naman ang kapalaran ngmaraming artista,Kung sabagay ganundin naman ang kapalaran ng maraming artista
Yun lang ang kautusan na may kakambal na pangako,Yun lang ang kautusan na may kakambal na pangako
Pero talagang ‘pink lady’ ay si Kris Aquino,Pero ang talagang ‘pink lady’ ay si Kris Aquino
Kaya kaabangabang ang pag lipad ni Darna,Kaya kaabangabang ang paglipad ni Darna
“tingin ko nagsisimula na niya maappreciate ng audience,“Tingin ko nagsisimula na siya maappreciate ng audience
Sa karamihan nang dorms dito na pinagsisikan sila,Sa karamihan ng dorms dito na pinagsisikan sila
Ginagawa lang sila yun dahil hindi na sila pinaguusapan,Ginagawa lang nila yun dahil hindi na sila pinaguusapan
Tapos namamatay yung buhok ko naglalagas na siya,Tapos namatay yung buhok ko naglalagas na siya
Itong pandemya labanan ito ng katatagan,Itong pandemya labanan ito ng katatagan
May sinusuntok sa dibdib talaga,May suntok sa dibdib talaga
Kapaghindi memorable yung ginawa mo siyempre forward forward,Kapag hindi memorable yung ginawa mo siyempre forward forward
Maliit na condo lang ang nirerentahan niya,Maliit na condo lang ang nirerentahan niya
Milyong doses ng COVID vaccines ang naibibigay sa Pilipinas,Milyong doses ng COVID vaccines ang naibibigay sa Pilipinas
Yung yung asaran derecho walang preno,Yung asaran derecho walang preno
Inaabangan na ngayon kung paano papayat si Angel Locsin,Inaabangan na ngayon kung paano papayat si Angel Locsin
Pero siyempre iyan gagastahan kaya kailangan ang budget,Pero siyempre lahat iyan gagastahan kaya kailangan ang budget
Ginawa KO itong guide sa pagharap sa buhay,Ginawa ko itong guide sa pagharap sa buhay
Kung hanapin sila riyan kung mayroon silang makita,Kung hanapin nila riyan kung mayroon silang makita
Parang puro biglaan parang hindi muna siya pinagaralang mabuti,Parang puro biglaan parang hindi muna niya pinagaralang mabuti
Rito na rin aniya papasok ang flexibility,Dito na rin aniya papasok ang flexibility
Ano ang DAHILAN nito,Ano ang dahilan nito
Direk Bert una sa lahat lahat mamimiss kita,Direk Bert una sa lahat mamimiss kita
Lalaruin angmens tournament mula Nobyembre  hanggang Disyembre ,Lalaruin ang mens tournament mula Nobyembre  hanggang Disyembre 
Ang hirap magsalita ng tapos,Ang hirap magsalita nang tapos
Super okay super sure” pagbabahagi ngbinata,Super okay super sure” pagbabahagi ng binata
Hindi mo talaga alam kung ano ang mangyayari,Hindi mo talaga alam kung ano ang mangyayari
“gusto ko rin makapagproduce movies,“Gusto ko rin makapagproduce ng movies
Parang nadown ako,Parang nadown ako
Dapat raw lagi silang magkahiwalay,Dapat daw lagi silang magkahiwalay
Nalunod ANG ISDA,Nalunod ANG ISDA
Noong nakaraang linggo naman ay nagNo,Noong nakaraang linggo naman ay nagNo
At pupunta raw sa sa isang bangko sa Maynila,At pupunta raw sa isang bangko sa Maynila
Sabi pang comedianDJ,Sabi pa ng comedianDJ
Karamihan umano sa mga dinampot ay kinasuhan ng “subversion”,Karamihan umano sa mga dinampot ay kinasuhan ng “subversion”
Ugali siya yun sa likod ng mga camera,Ugali niya yun sa likod ng mga camera
kung malayo nga naman siya hindi na siya mapipilit,Kung malayo nga naman siya hindi na siya mapipilit
Kasama na riyan ang multang hindi binababa ng P,Kasama na riyan ang multang hindi bababa ng P
Yung tipong alam na Ay,Yung tipong alam ko na Ay
Ginagawan lang sila ng paraan,Ginagawan lang nila ng paraan
Puwede naman raw ipatanggal ang sobrang utong,Puwede naman daw ipatanggal ang sobrang utong
Ang timeline namin actually next yearpa” pagbabahagi ng binata,Ang timeline namin actually next year pa” pagbabahagi ng binata
Pero kung dalawa lang talaga why not din,Pero kung dalawa lang talaga why not din
PURE Pinoy Sariling atin,Pure Pinoy Sariling atin
Panaginip lang ito Mommy di ba,Panaginip lang ito Mommy di ba
Aniya  naisama pa niya noon sa Baguio si Mia,Aniya naisama pa niya noon sa Baguio si Mia
Lalabasin lang talaga na minsan “bruha” siya,Lalabas lang talaga na minsan “bruha” siya
Eksakto dapat dahil yun ang usapan sa transaksiyon,Eksakto dapat dahil yun ang usapan sa transaksiyon
Gusto din nilang bumalik sa Japan,Gusto rin nilang bumalik sa Japan
Pero tandaaan na hindi tinayuan pinipilit ng Diyos,Pero tandaaan na hindi tayo pinipilit ng Diyos
Kabilang dito ang Batangas na mula ,Kabilang dito ang Batangas na mula 
Walang bayad walang mawawala sa atin,Walang bayad at walang mawawala sa atin
Kaliwat kanan ang sigawan ng MVP,Kaliwat kanan ang sigawan ng MVP
Ibig sabihin hindi siya kunektado doon sa pagbabakuna,Ibig sabihin hindi siya kunektado roon sa pagbabakuna
Bakit ganoon kabilis pinapatay lahat niyan,Bakit ganoon kabilis namatay lahat niyan
Kinakain ko ka hit bawal,Kinakain ko kahit bawal
Acam  kapwa residente ng Bansalan Davao del Sur,Acam  kapwa residente ng Bansalan Davao del Sur
Pagdatingsa speaking si Thylane naman ang kakasa na No,Pagdating sa speaking si Thylane naman ang kakasa na No
Hinindian naman madalas magkaroon ng proyekto ang female personality,Hindi naman madalas magkaroon ng proyekto ang female personality
Kahit kahit pandemya hindi nila kami pinabayaan,Kahit pandemya hindi nila kami pinabayaan
Ngunit ayon kay Atty,Ngunit ayon kay Atty
Parang nakainom yung lalaki nagtapos nagaayang makipagtalik,Parang nakainom yung lalaki tapos nagaayang makipagtalik
Nakapagtatakapabanaman yun enaikotnayata niyaangbuongmundosapagsamasamadadatungnabeki nangpalihim Perohindirinsiyamaingatnabubukingdinsiyamagkaparehokasi ang backgroundsamgapicturesnilang kadateniyangbeki,Nakapagtatakapabanaman yun enaikotnayata niyaangbuongmundosapagsamasamadadatungnabeki nangpalihim Perohindirinsiyamaingatnabubukingdinsiyamagkaparehokasi ang backgroundsamgapicturesnilang kadateniyangbeki
Ayaw sila tumigil may dumaan na isda na malaki,Ayaw nila tumigil may dumaan na isda na malaki
Pero hindi natin alam kung“may hidden card” si Alden,Pero hindi natin alam kung “may hidden card” si Alden
Iyon lagi ang spot kung saan very happy sila,Iyon lagi ang spot kung saan very happy sila
Mamayang gabi rin ang balik sila sa Ilocos Sur,Mamayang gabi rin ang balik nila sa Ilocos Sur
Kasi thats her vision patungkol siya sa kanyang mommy,Kasi thats her vision patungkol niya sa kanyang mommy
Parang iniisip ko tama ba yung ginawa ko,Parang iniisip ko tama ba yung ginawa ko
Inip na ako sa bahay maghapong nagiisa walang kausap,Inip na ako sa bahay maghapong nagiisa walang kausap
inihahanda na ang kaso laban dito,Inihahanda na ang kaso laban dito
Kahihingi siya ng clearance,Humingi siya ng clearance
Naingayan kami eh ang host KAYANG si Dingdong Dantes,Naingayan kami eh ang host kayang si Dingdong Dantes
Sabi ko tawagan ko kaya to,Sabi ko tawagan ko kaya to
Tanungin mo kaya sarili mo kung bakit,Tanungin mo kaya sarili mo kung bakit
Ang partido ang nagdecide para tumakbo ako,Ang partido ang nagdecide para tumakbo ako
Kung yun ang ipapakita nila ay papalakpak ako,Kung yun ang ipapakita nila ay papalakpak ako
Alam ko ang batas saad ni Apolinar,Alam ko ang batas saad ni Apolinar
Humihingi po ng dispensa po,Humihingi po ako ng dispensa po
