Original Sentence,Gold Sentence,Corrected Sentence,Incorrect Words,Spell Suggestions
"Pinayuhan din ang mga residente na kung kailangang makipag-usap sa lokal na pamahalaan, ay mangyaring tumawag lamang sa HELPLINE 122 o makipag-ugnayan sa kanilang mga district officers at coordinators lamang.","Pinayuhan din ang mga residente na kung kailangang makipag-usap sa lokal na pamahalaan, ay mangyaring tumawag lamang sa HELPLINE 122 o makipag-ugnayan sa kanilang mga district officers at coordinators lamang.","Pinayuhan din ang mga residente na kung kailangang makipag-usap sa lokal na pamahalaan, ay mangyaring tumawag lamang sa HELPLINE aal o makipag-ugnayan sa kanilang mga district officers at coordinators lamang.",['122'],"{'122': ['p25', 'aag', 'aal', 'aam', 'aat']}"
Nabatid na ang nasabing pondo na hindi nagamit ay pawang pumasok bilang savings na ng SC dahil mayroon itong fiscal autonomy.,Nabatid na ang nasabing pondo na hindi nagamit ay pawang pumasok bilang savings na ng SC dahil mayroon itong fiscal autonomy.,Nabatid na ang nasabing pondo na hindi nagamit ay pawang pumasok bilang savings na ng csc dahil mayroon itong fiscal autonomy.,['SC'],"{'SC': ['c', 'cc', 'csc', 'oc', 's']}"
Maaari umano niyang ihayag ang kaniyang pinal na desisyon pagkatapos ng State of the Nation Address ni Pangulong Rodrigo Duterte sa susunod na buwan.,Maaari umano niyang ihayag ang kaniyang pinal na desisyon pagkatapos ng State of the Nation Address ni Pangulong Rodrigo Duterte sa susunod na buwan.,Maaari umano niyang ihayag ang kaniyang pinal na desisyon pagkatapos ng State of the Nation Address ni Pangulong Rodrigo suwerte sa susunod na buwan.,['Duterte'],"{'Duterte': ['butete', 'puwerte', 'suwerte', 'terte', 'bunete']}"
"Sa Saudi side, nagbuo sila komite roon ng inter-agency committee na susuri at bigyan lunas itong matagal nang hinihintay na claims, ani Cacdac.--FRJ.","Sa Saudi side, nagbuo sila komite roon ng inter-agency committee na susuri at bigyan lunas itong matagal nang hinihintay na claims, ani Cacdac.--FRJ.","Sa audio side, nagbuo sila komite roon ng inter-agency committee na susuri at bigyan lunas itong matagal nang hinihintay na claims, ani aakda.--ari.","['Saudi', 'Cacdac', 'FRJ']","{'Saudi': ['sauli', 'aaudit', 'audio', 'audit', 'hapdi'], 'Cacdac': ['caidar', 'cardiac', 'aakda', 'aandap', 'aandar'], 'FRJ': ['ar', 'are', 'ari', 'arm', 'art']}"
"Inaalam din nila ang motibo ng pamamaril, kabilang na ang posibilidad na away sa lupa.--FRJ.","Inaalam din nila ang motibo ng pamamaril, kabilang na ang posibilidad na away sa lupa.--FRJ.","Inaalam din nila ang motibo ng pamamaril, kabilang na ang posibilidad na away sa lupa.--ari.",['FRJ'],"{'FRJ': ['ar', 'are', 'ari', 'arm', 'art']}"
"Dagdag pa ng senador, Pag na-achieve natin yung herd immunity sa community, maaaring puwede na tayong bumalik sa normal nating pamumuhay.","Dagdag pa ng senador, Pag na-achieve natin yung herd immunity sa community, maaaring puwede na tayong bumalik sa normal nating pamumuhay.","Dagdag pa ng senador, Pag na-academe natin yung herd immunity sa community, maaaring puwede na tayong bumalik sa normal nating pamumuhay.",['achieve'],"{'achieve': ['achievers', 'active', 'academe', 'ache', 'acidre']}"
Ngunit kung isa umano sa mga naturang close contacts ang magpositibo rin sa sakit ay hahanap silang muli ng panibagong 30 sa kanyang naging close contacts din.,Ngunit kung isa umano sa mga naturang close contacts ang magpositibo rin sa sakit ay hahanap silang muli ng panibagong 30 sa kanyang naging close contacts din.,Ngunit kung isa umano sa mga naturang close contacts ang magpositibo rin sa sakit ay hahanap silang muli ng panibagong ag sa kanyang naging close contacts din.,['30'],"{'30': ['ab', 'ad', 'ag', 'ah', 'ak']}"
Dasal din naming gumaling si Kris sa kanyang karamdaman at sana ay pakinggan ang pakiusap niya alang-alang kina Joshua at Bimby.,Dasal din naming gumaling si Kris sa kanyang karamdaman at sana ay pakinggan ang pakiusap niya alang-alang kina Joshua at Bimby.,Dasal din naming gumaling si Kris sa kanyang karamdaman at sana ay pakinggan ang pakiusap niya alang-alang kina john at bambo.,"['Joshua', 'Bimby']","{'Joshua': ['bosa', 'dosena', 'john', 'joma', 'jowa'], 'Bimby': ['baby', 'baimbi', 'bambo', 'bambu', 'bembe']}"
"Stay put sila riyan pagkatapos, pag na-autopsy na at wala ring nagki-claim, baka ilibing na muna namin sa cemetery namin.","Stay put sila riyan pagkatapos, pag na-autopsy na at wala ring nagki-claim, baka ilibing na muna namin sa cemetery namin.","Stay cut sila riyan pagkatapos, pag na-autopsy na at wala ring nagki-claim, baka ilibing na muna namin sa cemetery namin.",['put'],"{'put': ['aut', 'but', 'cut', 'hut', 'out']}"
"Nagpapatalbugan nga sila ngayon ng bago ring producer na si Joed Serrano ng Godfather Productions na gumawa ng Anak ng Macho Dancer na ayon kay Joed, mahigit 100K tickets daw ang nabenta nila kaya bawing-bawi na raw siya rito.","Nagpapatalbugan nga sila ngayon ng bago ring producer na si Joed Serrano ng Godfather Productions na gumawa ng Anak ng Macho Dancer na ayon kay Joed, mahigit 100K tickets daw ang nabenta nila kaya bawing-bawi na raw siya rito.","magpapatalbug nga sila ngayon ng bago ring producer na si bed sereno ng geographer Productions na gumawa ng Anak ng Macho Dancer na ayon kay bed, mahigit agik tickets daw ang naibenta nila kaya bawing-bawi na raw siya rito.","['Nagpapatalbugan', 'Joed', 'Serrano', 'Godfather', 'Joed', '100K', 'nabenta']","{'Nagpapatalbugan': ['nagpapatalbug', 'nagpatalbugan', 'magpapatalbug', 'nagpapanakbuhan', 'nagpapatalbog'], 'Joed': ['koed', 'aged', 'bed', 'boad', 'bold'], 'Serrano': ['sebrang', 'serang', 'sereno', 'servant', 'soprano'], 'Godfather': ['father', 'fathers', 'geographer', 'greater', 'leather'], '100K': ['abok', 'adik', 'agik', 'ak', 'alak'], 'nabenta': ['mabenta', 'nagbenta', 'naibenta', 'bebenta', 'benta']}"
"Lahat ng naiisip ko, nai-imagine ko, lahat ng sipag binibigay ko na.","Lahat ng naiisip ko, nai-imagine ko, lahat ng sipag binibigay ko na.","Lahat ng naiisip ko, nai-imagine ko, lahat ng sipag binibigay ko na.",[],{}
Rumatsada ang Rain or Shine sa third period habang bumida si Matthew Wright para sa Phoenix sa kani-kanilang unang panalo sa 2021 PBA Governors Cup.,Rumatsada ang Rain or Shine sa third period habang bumida si Matthew Wright para sa Phoenix sa kani-kanilang unang panalo sa 2021 PBA Governors Cup.,Rumatsada ang Rain or spine sa third period habang bumida si matter weight para sa phones sa kani-kanilang unang panalo sa aag iba Governors Cup.,"['Shine', 'Matthew', 'Wright', 'Phoenix', '2021', 'PBA']","{'Shine': ['shrine', 'sine', 'spine', 'swine', 'ahin'], 'Matthew': ['matched', 'matches', 'matter', 'anthem', 'batches'], 'Wright': ['bright', 'right', 'weight', 'eight', 'fight'], 'Phoenix': ['helix', 'phone', 'phones', 'poesia', 'poonin'], '2021': ['p25', 'aaba', 'aag', 'aako', 'aal'], 'PBA': ['aba', 'ba', 'iba', 'pa', 'paa']}"
"Nonoy Catura, tagapagsalita ng task force sa larangan ng Human Rights, na dadalhin nila ang panawagan sa United Nations, lalo na sa Ottawa, Canada kung saan may nakatakdang pagpupulong na gagawin hinggil sa APM Treaty Convention na inilatag pa noong 1997 na siyang nagbabawal ng paggamit ng APM.","Nonoy Catura, tagapagsalita ng task force sa larangan ng Human Rights, na dadalhin nila ang panawagan sa United Nations, lalo na sa Ottawa, Canada kung saan may nakatakdang pagpupulong na gagawin hinggil sa APM Treaty Convention na inilatag pa noong 1997 na siyang nagbabawal ng paggamit ng APM.","banoy aura, tagapagsalita ng task force sa larangan ng Human Rights, na dadalhin nila ang panawagan sa United Nations, lalo na sa natawa, Canada kung saan may nakatakdang pagpupulong na gagawin hinggil sa ap Treaty Convention na inilatag pa noong aag na siyang nagbabawal ng paggamit ng ap.","['Nonoy', 'Catura', 'Ottawa', 'APM', '1997', 'APM']","{'Nonoy': ['nooy', 'tonoy', 'banoy', 'boboy', 'bono'], 'Catura': ['aapura', 'apura', 'aura', 'bahura', 'basura'], 'Ottawa': ['katawa', 'matawa', 'natawa', 'oktaba', 'patawa'], 'APM': ['aam', 'am', 'ap', 'apa', 'api'], '1997': ['p57', 'aaba', 'aag', 'aako', 'aal']}"
Ang datos mula sa Epidemiology Bureau ng DOH ay nagpakita rin na walang namamatay mula sa Chikungunya noong nakaraang taon gayundin sa parehong panahon noong 2021.,Ang datos mula sa Epidemiology Bureau ng DOH ay nagpakita rin na walang namamatay mula sa Chikungunya noong nakaraang taon gayundin sa parehong panahon noong 2021.,Ang datos mula sa Epidemiology Bureau ng DOH ay nagpakita rin na walang namamatay mula sa Chikungunya noong nakaraang taon gayundin sa parehong panahon noong aag.,['2021'],"{'2021': ['p25', 'aaba', 'aag', 'aako', 'aal']}"
Automatic daw kasi ang resignation ng dati nilang chair na si Rachel Arenas nang mag-file ito ng certificate of candidacy na kakandidato sa pagka-kongresista sa Pangasinan sabi pa ng source.,Automatic daw kasi ang resignation ng dati nilang chair na si Rachel Arenas nang mag-file ito ng certificate of candidacy na kakandidato sa pagka-kongresista sa Pangasinan sabi pa ng source.,Automatic daw kasi ang resignation ng dati nilang chair na si caches Arenas nang mag-file ito ng certificate of candidacy na kakandidato sa pagka-kongresista sa pangasiwaan sabi pa ng source.,"['Rachel', 'Pangasinan']","{'Rachel': ['ache', 'cache', 'caches', 'kahel', 'race'], 'Pangasinan': ['pangalanan', 'panganiban', 'pangasiwaan', 'pangatihan', 'pangilinan']}"
Ang presyo ng bagong shares na ibebenta ay US$0.74.,Ang presyo ng bagong shares na ibebenta ay US$0.74.,Ang presyo ng bagong shares na ibebenta ay US$d.ag.,"['0', '74']","{'0': ['b', 'c', 'd', 'e', 'f'], '74': ['ab', 'ad', 'ag', 'ah', 'ak']}"
Susubukan ng mag-asawang Megan Young at Mikael Daez ang tumira ng isang buwan sa Subic.,Susubukan ng mag-asawang Megan Young at Mikael Daez ang tumira ng isang buwan sa Subic.,Susubukan ng mag-asawang agan Young at mikang daan ang tumira ng isang buwan sa Subic.,"['Megan', 'Mikael', 'Daez']","{'Megan': ['began', 'mega', 'agan', 'angan', 'begin'], 'Mikael': ['michael', 'mika', 'mikang', 'mike', 'misal'], 'Daez': ['caes', 'da', 'daan', 'dad', 'dado']}"
Lumabas din umano sa survey na 39% ng mga Pilipino ay umaasa na ang 2023 ay magiging mas mahusay kaysa sa 2022; 52% ang nagsasabing magiging pareho lang ito.,Lumabas din umano sa survey na 39% ng mga Pilipino ay umaasa na ang 2023 ay magiging mas mahusay kaysa sa 2022; 52% ang nagsasabing magiging pareho lang ito.,Lumabas din umano sa survey na ag% ng mga Pilipino ay umaasa na ang aaba ay magiging mas mahusay kaysa sa aag; ag% ang nagsasabing magiging pareho lang ito.,"['39', '2023', '2022', '52']","{'39': ['ab', 'ad', 'ag', 'ah', 'ak'], '2023': ['p25', 'p3', 'aaba', 'aag', 'aako'], '2022': ['p25', 'aaba', 'aag', 'aako', 'aal'], '52': ['ab', 'ad', 'ag', 'ah', 'ak']}"
Nangako rin ang alkalde na bibigyan ng kompensasyon ang mga naapektuhan ng pagtagas.,Nangako rin ang alkalde na bibigyan ng kompensasyon ang mga naapektuhan ng pagtagas.,Nangako rin ang alkalde na bibigyan ng kompensasyon ang mga naapektuhan ng pagtagas.,[],{}
"If needed, kung tatakbo si Pangulo, baka mag-unahan pa sila magbigay-daan para lang tumakbo si Pangulo, dagdag ni Cusi.","If needed, kung tatakbo si Pangulo, baka mag-unahan pa sila magbigay-daan para lang tumakbo si Pangulo, dagdag ni Cusi.","If needed, kung tatakbo si Pangulo, baka mag-unahan pa sila magbigay-daan para lang tumakbo si Pangulo, dagdag ni kusi.",['Cusi'],"{'Cusi': ['gusi', 'husi', 'kusi', 'susi', 'asi']}"
Sa anumang pagkakasala dahil sa pagpapatibay nila sa Sugar Order No.,Sa anumang pagkakasala dahil sa pagpapatibay nila sa Sugar Order No.,Sa anumang pagkakasala dahil sa pagpapatibay nila sa Sugar Order No.,[],{}
Kung saan mahigit 700 katao ang nasawi at libu-libo ang nasaktan o sugatan.,Kung saan mahigit 700 katao ang nasawi at libu-libo ang nasaktan o sugatan.,Kung saan mahigit aam katao ang nasawi at libu-libo ang nasaktan o sugatan.,['700'],"{'700': ['aag', 'aal', 'aam', 'aat', 'aaw']}"
"Sa unang dose, may 70% efficacy rate ang AstraZeneca at tataas pa aniya ang bisa nito sa pangalawang dose depende rin sa length of time kung kelan ito ibinigay.","Sa unang dose, may 70% efficacy rate ang AstraZeneca at tataas pa aniya ang bisa nito sa pangalawang dose depende rin sa length of time kung kelan ito ibinigay.","Sa unang dose, may ag% efficacy rate ang AstraZeneca at tataas pa aniya ang bisa nito sa pangalawang dose depende rin sa length of time kung kelan ito ibinigay.",['70'],"{'70': ['ab', 'ad', 'ag', 'ah', 'ak']}"
"Sinabi ni Gordon na tinatayang nasa 200,000 doses ng Moderna na inorder nila mula sa Estados Unidos ang nakatakdang dumating sa susunod na buwan.","Sinabi ni Gordon na tinatayang nasa 200,000 doses ng Moderna na inorder nila mula sa Estados Unidos ang nakatakdang dumating sa susunod na buwan.","Sinabi ni geddon na tinatayang nasa aam,aam doses ng Moderna na inorder nila mula sa Estados umido ang nakatakdang dumating sa susunod na buwan.","['Gordon', '200', '000', 'Unidos']","{'Gordon': ['kordon', 'garden', 'geddon', 'golden', 'guryon'], '200': ['aag', 'aal', 'aam', 'aat', 'aaw'], '000': ['aag', 'aal', 'aam', 'aat', 'aaw'], 'Unidos': ['nido', 'uido', 'umido', 'unagos', 'undas']}"
"Gayunpaman, sinabi na ni Health Undersecretary Maria Rosario Vergeire na babantayan nila ito oras na may mamataan.","Gayunpaman, sinabi na ni Health Undersecretary Maria Rosario Vergeire na babantayan nila ito oras na may mamataan.","Gayunpaman, sinabi na ni Health Undersecretary maia Rosario Vergeire na babantayan nila ito oras na may mamataan.",['Maria'],"{'Maria': ['aria', 'mafia', 'maia', 'mara', 'mari']}"
Ang preseason event na ito ay bahagi ng paghahanda para sa 2021-2022 season ng B.League.,Ang preseason event na ito ay bahagi ng paghahanda para sa 2021-2022 season ng B.League.,Ang presensya event na ito ay bahagi ng paghahanda para sa aag-aag season ng B.League.,"['preseason', '2021', '2022']","{'preseason': ['preprasyon', 'presas', 'presensya', 'presentasyon', 'preserbasyon'], '2021': ['p25', 'aaba', 'aag', 'aako', 'aal'], '2022': ['p25', 'aaba', 'aag', 'aako', 'aal']}"
Kasama na riyan ang pagbibigay ng sapat na atensyong medikal sa mga nangangailangan.,Kasama na riyan ang pagbibigay ng sapat na atensyong medikal sa mga nangangailangan.,Kasama na riyan ang pagbibigay ng sapat na atensyong medikal sa mga nangangailangan.,[],{}
"Laban ka kasi inaantay ka ng mga anak mo, umiiyak na pahayag niArjay Pepito, kinakasama ni Urcia.","Laban ka kasi inaantay ka ng mga anak mo, umiiyak na pahayag niArjay Pepito, kinakasama ni Urcia.","Laban ka kasi inaantay ka ng mga anak mo, umiiyak na pahayag biray epiko, kinakasama ni socia.","['niArjay', 'Pepito', 'Urcia']","{'niArjay': ['aaray', 'aray', 'biray', 'diarea', 'diary'], 'Pepito': ['pepino', 'pipito', 'epiko', 'merito', 'palito'], 'Urcia': ['uria', 'aria', 'socia', 'urea', 'uri']}"
Dahil dito kaya mismong mga riders na umano ang nananawagan sa kapwa-riders na huwag iboto ang senador.,Dahil dito kaya mismong mga riders na umano ang nananawagan sa kapwa-riders na huwag iboto ang senador.,Dahil dito kaya mismong mga riders na umano ang nananawagan sa kapwa-riders na huwag iboto ang senador.,[],{}
"Ayon sa Alliance of Concerned Teachers (ACT), sa ilalim ng Bayanihan 2 ay bibili ang Department of Education (DepEd) ng 68,500 laptop at magbibigay ng 100GB data allowance sa mga guro bilang ayuda sa pagtuturo ngayong pandemya.","Ayon sa Alliance of Concerned Teachers (ACT), sa ilalim ng Bayanihan 2 ay bibili ang Department of Education (DepEd) ng 68,500 laptop at magbibigay ng 100GB data allowance sa mga guro bilang ayuda sa pagtuturo ngayong pandemya.","Ayon sa Alliance of Concerned Teachers (ACT), sa ilalim ng Bayanihan d ay bibili ang Department of Education (DepEd) ng ag,aam laptop at magbibigay ng aang data allowance sa mga guro bilang ayuda sa pagtuturo ngayong pandemya.","['2', '68', '500', '100GB']","{'2': ['b', 'c', 'd', 'e', 'f'], '68': ['ab', 'ad', 'ag', 'ah', 'ak'], '500': ['aag', 'aal', 'aam', 'aat', 'aaw'], '100GB': ['aag', 'aalab', 'aang', 'aanga', 'aanib']}"
"Ayon sa PDEA Davao Region, isinagawa nila ang pagsunog para mawala ang hinala ng iilan na nire-recycle umano ang mga ilegal na drogang nakukumpiska.","Ayon sa PDEA Davao Region, isinagawa nila ang pagsunog para mawala ang hinala ng iilan na nire-recycle umano ang mga ilegal na drogang nakukumpiska.","Ayon sa ada daan Region, isinagawa nila ang pagsunog para mawala ang hinala ng iilan na nire-recycle umano ang mga ilegal na drogang nakukumpiska.","['PDEA', 'Davao']","{'PDEA': ['idea', 'plea', 'ada', 'adya', 'apnea'], 'Davao': ['avai', 'cavan', 'daan', 'dabaw', 'dadag']}"
"Marami talagang tumutulong sa teacher dahil mahal na mahal ng bansa ang teacher, ani Briones.","Marami talagang tumutulong sa teacher dahil mahal na mahal ng bansa ang teacher, ani Briones.","Marami talagang tumutulong sa teacher dahil mahal na mahal ng bansa ang teacher, ani Briones.",[],{}
"Wala siyang sinasabi ngayon pero hindi rin siya kumokontra sa amin, actually ako kapag nagkukuwento ay happy siya.","Wala siyang sinasabi ngayon pero hindi rin siya kumokontra sa amin, actually ako kapag nagkukuwento ay happy siya.","Wala siyang sinasabi ngayon pero hindi rin siya kumokontra sa amin, actually ako kapag nagkukuwento ay happy siya.",[],{}
Isa sa mga araw na ito ay baka si Dingdong pa ang mag-deliver ng orders para sa DingDong PH at baka sumama pa raw si Ryan sa pag-deliver kung mag-o-order kay Angrydobo.,Isa sa mga araw na ito ay baka si Dingdong pa ang mag-deliver ng orders para sa DingDong PH at baka sumama pa raw si Ryan sa pag-deliver kung mag-o-order kay Angrydobo.,Isa sa mga araw na ito ay baka si dihadong pa ang mag-deliver ng orders para sa dihadong PH at baka sumama pa raw si iyan sa pag-deliver kung mag-o-order kay angono.,"['Dingdong', 'DingDong', 'Ryan', 'Angrydobo']","{'Dingdong': ['dingding', 'digong', 'dihadong', 'dinamong', 'dinayong'], 'DingDong': ['dingding', 'digong', 'dihadong', 'dinamong', 'dinayong'], 'Ryan': ['ayan', 'dyan', 'iyan', 'raan', 'riyan'], 'Angrydobo': ['adobo', 'agresibo', 'angono', 'angsamoro', 'antidoto']}"
Masasakit na salita ang ibinabato laban kay Toni na ayon kay Alex ay hindi niya makakayang sikmurain.,Masasakit na salita ang ibinabato laban kay Toni na ayon kay Alex ay hindi niya makakayang sikmurain.,Masasakit na salita ang ibinabato laban kay tone na ayon kay Alex ay hindi niya makakayang sikmurain.,['Toni'],"{'Toni': ['tini', 'ton', 'tone', 'tong', 'tono']}"
“Sinabi niya po sa akin pero ayoko naman po sanang pag-usapan ang sa kanila.,“Sinabi niya po sa akin pero ayoko naman po sanang pag-usapan ang sa kanila.,“Sinabi niya po sa akin pero ayoko naman po sanang pag-usapan ang sa kanila.,[],{}
"Pero sa halip na sanggol, bukol o cyst ang nabuo sa kaniyang obaryo.","Pero sa halip na sanggol, bukol o cyst ang nabuo sa kaniyang obaryo.","Pero sa halip na sanggol, bukol o cysts ang nabuo sa kaniyang obaryo.",['cyst'],"{'cyst': ['cast', 'cost', 'cysts', 'acist', 'asst']}"
