Sentence,Rough_POS,Detailed_POS,Lemmatized_Sentence
Napilitan pa siyang gamitin ang mental health ng anak upang magpaawa.,VB.* RB.* PR.*_CC.* VB.* DT.* JJ.* FW CC.* NN.* CC.* VB.* PM.*,VBTS RBI PRS_CCP VBOF DTC JJD FW CCB NNC CCB VBW PMP,pilit pa siya gamit ang mental health ng anak upang magpaawa.,
"Pero lumuha man ng dugo si Garma, walang talab ito sa mga pulitikong malinaw ang agenda — gamitin ang pulpito ng Kamara upang mahubaran ang mga krimen ng mafia ng dating pangulo — at pahinain ang pamilyang banta ngayon sa dominance ni Pangulong Ferdinand Marcos Jr.",CC.* VB.* RB.* CC.* NN.* DT.* NN.* PM.* VB.*_CC.* NN.* PR.* CC.* DT.* NN.*_CC.* JJ.* DT.* NN.* PM.* VB.* DT.* NN.* CC.* NN.* CC.* VB.* DT.* DT.* NN.* CC.* FW CC.* JJ.*_CC.* NN.* PM.* CC.* VB.* DT.* NN.*_CC.* NN.* RB.* CC.* NN.* DT.* NN.*_CC.* NN.* NN.* NN.* PM.*,CCT VBAF RBI CCB NNC DTP NNP PMC VBN_CCP NNC PRO CCT DTCP NNC_CCP JJD DTC NNC PMS VBOF DTC NNC CCB NNP CCB VBW DTC DTCP NNC CCB FW CCB JJD_CCP NNC PMS CCA VBOF DTC NNC_CCP NNC RBW CCT NNC DTP NNP_CCP NNP NNP NNPA PMP,"pero luha man ng dugo si garma, wala talab ito sa mga pulitiko linaw ang agenda — gamit ang pulpito ng kamara upang mahubaran ang mga krimen ng mafia ng dating pangulo — at pahina ang pamilya banta ngayon sa dominance ni pangulo ferdinand marcos jr.",
Tila poetic justice na partisan politics ang gasolinang nag-e-expose sa krimen ng acolytes ni Duterte.,RB.* FW FW CC.* FW FW DT.* NN.*_CC.* VB.* PM.* NN.* PM.* FW CC.* NN.* CC.* FW DT.* NN.* PM.*,RBM FW FW CCP FW FW DTC NNC_CCP VBTS PMS NNC PMS FW CCT NNC CCB FW DTP NNP PMP,tila poetic justice na partisan politics ang gasolina expose sa krimen ng acolytes ni duterte.,
"Pati nga ang akusado ng qualified trafficking at sexual abuse of a minor na si Apollo Quiboloy, nawalan ng kalasag.",CC.* RB.* DT.* NN.* CC.* FW FW CC.* FW FW FW FW FW CC.* DT.* NN.* NN.* PM.* VB.* CC.* NN.* PM.*,CCA RBI DTC NNC CCB FW FW CCA FW FW FW FW FW CCP DTP NNP NNP PMC VBTS CCB NNC PMP,"pati nga ang akusado ng qualified trafficking at sexual abuse of a minor na si apollo quiboloy, nawalan ng kalasag.",
"Ika nga, one evil at a time.",JJ.* RB.* PM.* FW FW CC.* FW FW PM.*,JJN RBI PMC FW FW CCA FW FW PMP,"ika nga, one evil at a time.",
At tila isa-isa nang bumabagsak ang inner circle ni Duterte — at sa kaso ni Garma — bumabaligtad.,CC.* RB.* PR.* PM.* PR.* CC.* VB.*_VB.* DT.* FW FW DT.* NN.* PM.* CC.* CC.* NN.* DT.* NN.* PM.* VB.*_VB.* PM.*,CCA RBM PRI PMS PRI CCB VBTR_VBAF DTC FW FW DTP NNP PMS CCA CCT NNC DTP NNP PMS VBTR_VBAF PMP,at tila isa nang bagsak ang inner circle ni duterte — at sa kaso ni garma — bumabaligtad.,
"Ang mahalaga, masalo ito ng justice system at maprosecute at makulong ang mga pumatay, nagpayaman, at naghari-harian dahil sa impunity.",DT.* JJ.* PM.* JJ.* PR.* CC.* FW FW CC.* FW CC.* VB.* DT.* DT.* VB.* PM.* VB.* PM.* CC.* VB.* PM.* NN.* CC.* CC.* FW PM.*,DTC JJD PMC JJD PRO CCB FW FW CCA FW CCA VBW DTC DTCP VBAF PMC VBTS PMC CCA VBTS PMS NNC CCR CCT FW PMP,"ang mahalaga, salo ito ng justice system at prosecute at kulo ang mga pumatay, nagpayaman, at hari dahil sa impunity.",
"Kapag lumalagapak na ang mga alipores, sino na ang susunod?",CC.* VB.*_VB.* CC.* DT.* DT.* NN.* PM.* PR.* CC.* DT.* VB.* PM.*,CCR VBTR_VBAF CCP DTC DTCP NNC PMC PRQ CCP DTC VBTF PMQ,"kapag lagapak na ang mga alipores, sino na ang susunod?",
"Sa hearing ng quad comm sa Mababang Kapulungan, sinabi ng isang kongresista na mastermind si Michael Yang at ang kasama nitong si Allan Lim ng isang “complex criminal network” sa bansa.",CC.* FW CC.* FW FW CC.* NN.*_CC.* NN.* PM.* VB.* CC.* PR.*_CC.* NN.* CC.* VB.* DT.* NN.* NN.* CC.* DT.* CC.* PR.*_CC.* DT.* NN.* NN.* CC.* PR.*_CC.* FW FW NN.* NN.* PM.* CC.* NN.* PM.*,CCT FW CCB FW FW CCT NNP_CCP NNP PMC VBTS CCB PRI_CCP NNC CCP VBW DTP NNP NNP CCA DTC CCB PRO_CCP DTP NNP NNP CCB PRI_CCP FW FW NNC NNC PMS CCT NNC PMP,"sa hearing ng quad comm sa baba kapulungan, sabi ng isa kongresista na mastermind si michael yang at ang kasama nito si allan lim ng isa “complex criminal network” sa bansa.",
"Sabi ni House Senior Deputy Speaker Aurelio “Dong” Gonzales Jr., “These Chinese nationals are setting up corporations all over the country, taking advantage of our laws by perpetrating and promoting illegal activities…”",VB.* DT.* NN.* NN.* NN.* NN.* NN.* PM.* NN.* PM.* NN.* NN.* PM.* NN.* NN.* NN.* NN.* DT.* FW FW FW FW FW FW FW PM.* FW FW FW FW FW FW FW FW FW FW FW PM.* PM.*,VBS DTP NNP NNP NNP NNP NNP PMS NNP PMS NNP NNPA PMC NNPA NNP NNP NNC DTC FW FW FW FW FW FW FW PMC FW FW FW FW FW FW FW FW FW FW FW PMS PMS,"sabi ni house senior deputy speaker aurelio “dong” gonzales jr., “these chinese nationals are setting up corporations all over the country, taking advantage of our laws by perpetrating and promoting illegal activities…”",
"Sabi naman ni Deputy Speaker David Suarez, “layered” ang operasyon ng mga nagpapatakbo ng criminal network — gamit ang iba’t ibang kompanya upang ikubli ang ilegal na aktibidad.",VB.* RB.* DT.* NN.* NN.* NN.* NN.* PM.* PM.* FW PM.* DT.* NN.* CC.* DT.* VB.* CC.* NN.* NN.* PM.* VB.* DT.* PR.* PM.* NN.* PR.*_CC.* NN.* CC.* VB.* DT.* JJ.* CC.* NN.* PM.*,VBS RBI DTP NNP NNP NNP NNP PMC PMS FW PMS DTC NNC CCB DTCP VBTR CCB NNC NNC PMS VBS DTC PRI PMS NNCA PRI_CCP NNC CCB VBOF DTC JJD CCP NNC PMP,"sabi naman ni deputy speaker david suarez, “layered” ang operasyon ng mga takbo ng criminal network — gamit ang iba’t iba kompanya upang kubli ang ilegal na aktibidad.",
Gumagamit sila ng mga pekeng pangalan bilang nominee upang maitago ang kanilang pagmamay-ari.,VB.*_VB.* PR.* CC.* DT.* JJ.*_CC.* NN.* CC.* FW CC.* VB.* DT.* PR.*_CC.* NN.* PM.* NN.* PM.*,VBTR_VBAF PRP CCB DTCP JJD_CCP NNC CCT FW CCB VBW DTC PRSP_CCP NNC PMS NNC PMP,gamit sila ng mga peke kalan bilang nominee upang tago ang kanila pagmamay-ari.,
Gumagamit din sila ng mga lehitimong negosyo bilang fronts.,VB.*_VB.* RB.* PR.* CC.* DT.* JJ.*_CC.* NN.* CC.* FW PM.*,VBTR_VBAF RBI PRP CCB DTCP JJD_CCP NNC CCT FW PMP,gamit din sila ng mga lehitimo negosyo bilang fronts.,
"Kung sinabi ito bago ang June 2, 2024, baka iisipin nating sa Netflix lang ito nangyayari.",CC.* VB.* PR.* RB.* DT.* NN.* CD.* PM.* CD.* PM.* RB.* VB.* PR.*_CC.* CC.* NN.* RB.* PR.* VB.* PM.*,CCR VBTS PRO RBW DTC NNP CDB PMC CDB PMC RBM VBTF PRP_CCP CCT NNP RBI PRO VBTR PMP,"kung sabi ito bago ang june 2, 2024, baka isip ting sa netflix lang ito nangyayari.",
"Pero noong June 2, ni-raid ang isang Bamban Philippine offshore gaming operator (POGO) hub at nasimulan ang paghahalungkat sa kung paano — gamit ang fraudulently-obtained birth certificate — naging mayor ang sinasabing Chinese na si Alice Guo. Sangkot umano siya sa ilegal na aktibidad ng mga POGO sa kanyang munisipalidad.",CC.* RB.*_CC.* NN.* CD.* PM.* DT.* PM.* FW DT.* PR.*_CC.* NN.* NN.* FW FW FW NN.* NN.* FW FW CC.* VB.* DT.* NN.* CC.* RB.* RB.* PM.* VB.* DT.* FW PM.* FW FW FW PM.* VB.* NN.* DT.* VB.*_CC.* NN.* CC.* DT.* NN.* NN.* PM.* JJ.* CC.* PR.* CC.* JJ.* CC.* NN.* CC.* DT.* NN.* CC.* PR.*_CC.* NN.* PM.*,CCT RBW_CCP NNP CDB PMC DTP PMS FW DTC PRI_CCP NNP NNP FW FW FW NNPA NNPA FW FW CCA VBTS DTC NNC CCT RBK RBQ PMS VBS DTC FW PMS FW FW FW PMS VBTS NNC DTC VBTR_CCP NNP CCP DTP NNP NNP PMP JJD CCT PRS CCT JJD CCP NNC CCB DTCP NNPA CCT PRSP_CCP NNC PMP,"pero noo june 2, raid ang isa bamban philippine offshore gaming operator (pogo) hub at nasimulan ang halungkat sa kung paano — gamit ang fraudulently-obtained birth certificate — naging mayor ang sabi chinese na si alice guo. sangkot ano siya sa ilegal na aktibidad ng mga pogo sa kanya munisipalidad.",
"Pang-mafia ang listahan ng mga krimeng ipinupukol sa mga criminal network na ito: drug trafficking, extrajudicial killings, money laundering, human trafficking, kidnapping, torture, DDOS attacks, at scamming.",JJ.* PM.* FW DT.* NN.* CC.* DT.* NN.*_CC.* VB.* CC.* DT.* NN.* NN.* CC.* PR.* PM.* FW FW PM.* FW FW PM.* FW FW PM.* FW FW PM.* FW PM.* FW PM.* NN.* FW PM.* CC.* FW PM.*,JJD PMS FW DTC NNC CCB DTCP NNC_CCP VBTR CCT DTCP NNC NNC CCP PRO PMS FW FW PMC FW FW PMC FW FW PMC FW FW PMC FW PMC FW PMC NNPA FW PMC CCA FW PMP,"pang-mafia ang lista ng mga krimeng pukol sa mga criminal network na ito: drug trafficking, extrajudicial killings, money laundering, human trafficking, kidnapping, torture, ddos attacks, at scamming.",
"Nagsanga-sanga rin ang imbestigasyon, at lo and behold, bumalik tayo sa isang kilalang personalidad: si Michael Yang, dating economic adviser ni dating presidente Rodrigo Duterte.",VB.* PM.* NN.* RB.* DT.* NN.* PM.* CC.* FW FW FW PM.* VB.* PR.* CC.* PR.*_CC.* JJ.*_CC.* NN.* PM.* DT.* NN.* NN.* PM.* JJ.*_CC.* FW FW DT.* JJ.*_CC.* NN.* NN.* NN.* PM.*,VBTS PMS NNC RBI DTC NNC PMC CCA FW FW FW PMC VBAF PRP CCT PRI_CCP JJD_CCP NNC PMS DTP NNP NNP PMC JJD_CCP FW FW DTP JJD_CCP NNC NNP NNP PMP,"sanga rin ang imbestigasyon, at lo and behold, balik tayo sa isa kilala personalidad: si michael yang, dating economic adviser ni dating presidente rodrigo duterte.",
"Ayon naman kay Deputy Speaker Suarez, si Tony Yang/Yang Jian Xin, nakatatandang kapatid ni Michael at kilala rin sa pangalang Antonio Maestrado Lim, ang mastermind umano ng mga operasyon at sindikato ng Yang brothers sa bansa.",RB.* RB.* DT.* NN.* NN.* NN.* PM.* DT.* NN.* NN.* PM.* NN.* NN.* NN.* PM.* JJ.*_CC.* NN.* DT.* NN.* CC.* JJ.* RB.* CC.* NN.*_CC.* NN.* NN.* NN.* PM.* DT.* FW CC.* CC.* DT.* NN.* CC.* NN.* CC.* NN.* FW CC.* NN.* PM.*,RBR RBI DTP NNP NNP NNP PMC DTP NNP NNP PMS NNP NNP NNP PMC JJD_CCP NNC DTP NNP CCA JJD RBI CCT NNC_CCP NNP NNP NNP PMC DTC FW CCT CCB DTCP NNC CCA NNC CCB NNP FW CCT NNC PMP,"ayon naman kay deputy speaker suarez, si tony yang/yang jian xin, nakatatandang kapatid ni michael at kilala rin sa lalang antonio maestrado lim, ang mastermind ano ng mga operasyon at sindikato ng yang brothers sa bansa.",
"Ayon sa Presidential Anti-Organized Crime Commission (PAOCC), tinangkang gawin ng pamilya Yang na gawing “kingdom” nila ang Cagayan de Oro City.",RB.* CC.* NN.* NN.* NN.* NN.* NN.* NN.* NN.* NN.* PM.* RB.*_CC.* VB.* CC.* NN.* NN.* CC.* VB.*_CC.* PM.* FW PM.* PR.* DT.* NN.* FW NN.* NN.* PM.*,RBR CCT NNP NNP NNP NNP NNP NNPA NNP NNPA PMC RBD_CCP VBOF CCB NNC NNP CCP VBOF_CCP PMS FW PMS PRP DTC NNP FW NNP NNP PMP,"ayon sa presidential anti-organized crime commission (paocc), tangka gawin ng pamilya yang na gawi “kingdom” nila ang cagayan de oro city.",
"Isang 3,000-hectare government-owned industrial estate ang naging playground umano ng mga Yang doon, kung saan nagaganap ang drug trafficking, smuggling, and offshore gaming.",PR.*_CC.* CD.* PM.* CD.* PM.* FW FW PM.* FW FW FW DT.* VB.* FW CC.* CC.* DT.* NN.* PR.* PM.* RB.* RB.* VB.* DT.* FW FW PM.* FW PM.* FW FW FW PM.*,PRI_CCP CDB PMC CDB PMS FW FW PMS FW FW FW DTC VBTS FW CCT CCB DTCP NNP PRL PMC RBK RBQ VBTR DTC FW FW PMC FW PMC FW FW FW PMP,"isa 3,000-hectare government-owned industrial estate ang naging playground ano ng mga yang doon, kung saan nagaganap ang drug trafficking, smuggling, and offshore gaming.",
(BASAHIN: How government land was allegedly turned into a crime hub by Michael Yang’s brother),NN.* NN.* PM.* NN.* FW FW FW FW FW FW FW FW FW FW NN.* NN.* PM.* NN.* FW NN.*,NNPA NNP PMS NNP FW FW FW FW FW FW FW FW FW FW NNP NNP PMS NNCA FW NNPA,(basahin: how government land was allegedly turned into a crime hub by michael yang’s brother),
"Aktibo si Yang sa local Chinese Filipino groups, at ipinakilala ang sarili bilang lehitimong businessman.",JJ.* DT.* NN.* CC.* JJ.* NN.* NN.* FW PM.* CC.* VB.* DT.* NN.* CC.* JJ.*_CC.* NN.* PM.*,JJD DTP NNP CCT JJD NNP NNP FW PMC CCA VBTS DTC NNC CCT JJD_CCP NNC PMP,"aktibo si yang sa local chinese filipino groups, at kilala ang sarili bilang lehitimo businessman.",
“Kingpin” nga raw ang naging reputasyon niya.,PM.* NN.* PM.* RB.* RB.* DT.* VB.* NN.* PR.* PM.*,PMS NNP PMS RBI RBI DTC VBTS NNC PRS PMP,“kingpin” nga raw ang naging reputasyon niya.,
"Walang kagatol-gatol na inamin niya sa harap ng mga kongresista na mayroon siyang Filipino birth certificate, habang nauna na niyang idineklara na isa siyang Chinese.",VB.*_CC.* NN.* PM.* NN.* CC.* VB.* PR.* CC.* NN.* CC.* DT.* NN.* CC.* VB.* PR.*_CC.* NN.* FW FW PM.* RB.* VB.* CC.* PR.*_CC.* VB.* CC.* PR.* PR.*_CC.* NN.* PM.*,VBN_CCP NNC PMS NNC CCP VBOF PRS CCT NNC CCB DTCP NNC CCP VBH PRS_CCP NNP FW FW PMC RBW VBTS CCP PRS_CCP VBOF CCP PRI PRS_CCP NNP PMP,"wala gatol na inam niya sa harap ng mga kongresista na mayroon siya filipino birth certificate, habang una na niya deklara na isa siya chinese.",
"Tulad ni dismissed Bamban, Tarlac mayor Alice Guo, at ng kapatid niyang si Michael, na-penetrate ni Tony Yang ang mga sirkulo ng local traders, government officials, at pulis.",JJ.* DT.* FW NN.* PM.* NN.* NN.* NN.* NN.* PM.* CC.* CC.* NN.* PR.*_CC.* DT.* NN.* PM.* CC.* PM.* FW DT.* NN.* NN.* DT.* DT.* NN.* CC.* FW FW PM.* FW FW PM.* CC.* NN.* PM.*,JJC DTP FW NNP PMC NNP NNC NNP NNP PMC CCA CCB NNC PRS_CCP DTP NNP PMC CCP PMS FW DTP NNP NNP DTC DTCP NNC CCB FW FW PMC FW FW PMC CCA NNC PMP,"tulad ni dismissed bamban, tarlac mayor alice guo, at ng kapatid niya si michael, penetrate ni tony yang ang mga sirkulo ng local traders, government officials, at pulis.",
"Ayon pa sa mga resource speaker ng Kamara, may business transactions daw si Tony Yang kay Alice Guo na nagkakahalagang P3.5 bilyon.",RB.* RB.* CC.* DT.* FW NN.* CC.* NN.* PM.* VB.* FW FW RB.* DT.* NN.* NN.* DT.* NN.* NN.* CC.* VB.*_CC.* NN.* PM.* CD.* NN.* PM.*,RBR RBI CCT DTCP FW NNC CCB NNP PMC VBH FW FW RBI DTP NNP NNP DTP NNP NNP CCP VBTS_CCP NNP PMP CDB NNC PMP,"ayon pa sa mga resource speaker ng kamara, may business transactions daw si tony yang kay alice guo na nagkakahalagang p3.5 bilyon.",
"Sumulpot din ang pangalan niya sa imbestigasyon sa Pharmally, ang maanomalyang kompanyang sangkot sa procurement ng overpriced medical supplies noong panahon ni Duterte.",VB.* RB.* DT.* NN.* PR.* CC.* NN.* CC.* NN.* PM.* DT.* JJ.*_CC.* NN.*_CC.* JJ.* CC.* FW CC.* FW FW FW RB.*_CC.* NN.* DT.* NN.* PM.*,VBAF RBI DTC NNC PRS CCT NNC CCT NNP PMC DTC JJD_CCP NNC_CCP JJD CCT FW CCB FW FW FW RBW_CCP NNC DTP NNP PMP,"sulpot din ang kalan niya sa imbestigasyon sa pharmally, ang anomalya kompanya sangkot sa procurement ng overpriced medical supplies noo panahon ni duterte.",
“Complex” talaga ang web ng sabwatan sa kuwento ng Yang brothers at Chinese cohorts nila sa bansa.,PM.* NN.* PM.* RB.* DT.* FW CC.* NN.* CC.* NN.* CC.* NN.* FW CC.* NN.* FW PR.* CC.* NN.* PM.*,PMS NNP PMS RBT DTC FW CCB NNC CCT NNC CCB NNP FW CCA NNP FW PRP CCT NNC PMP,“complex” talaga ang web ng sabwat sa kuwento ng yang brothers at chinese cohorts nila sa bansa.,
"Presidente si Tony Yang ng Oroone, isang service provider ng Xionwei.",NN.* DT.* NN.* NN.* CC.* NN.* PM.* PR.*_CC.* FW FW CC.* NN.* PM.*,NNP DTP NNP NNP CCB NNP PMC PRI_CCP FW FW CCB NNP PMP,"presidente si tony yang ng oroone, isa service provider ng xionwei.",
"Ang Xionwei ay ni-rearrange na pangalan ni Lin Weixon, o si Allan Lim ng Pharmally.",DT.* NN.* LM DT.* PM.* FW CC.* NN.* DT.* NN.* NN.* PM.* CC.* DT.* NN.* NN.* CC.* NN.* PM.*,DTC NNP LM DTP PMS FW CCP NNC DTP NNP NNP PMC CCT DTP NNP NNP CCB NNP PMP,"ang xionwei ay ni-rearrange na kalan ni lin weixon, o si allan lim ng pharmally.",
Ang pinakamalaking tanong: sino ang nag-empower sa mga Yang — maliban sa mga korap na pulis?,DT.* JJ.*_JJ.*_CC.* NN.* PM.* PR.* DT.* PR.*_CC.* PM.* FW CC.* DT.* NN.* PM.* CC.* CC.* DT.* NN.* CC.* NN.* PM.*,DTC JJCS_JJD_CCP NNC PMS PRQ DTC PRSP_CCP PMS FW CCT DTCP NNP PMS CCT CCT DTCP NNC CCP NNC PMQ,ang laki tanong: sino ang nag-empower sa mga yang — liban sa mga korap na pulis?,
Sino ang ninong ng pamilya Yang sa Pilipinas?,PR.* DT.* NN.* CC.* NN.* NN.* CC.* NN.* PM.*,PRQ DTC NNC CCB NNC NNP CCT NNP PMQ,sino ang ninong ng pamilya yang sa pilipinas?,
"For the record, itinatanggi ni Tony Yang na close sila ni dating pangulong Duterte.",NN.* FW FW PM.* VB.* DT.* NN.* NN.* CC.* FW PR.* DT.* JJ.*_CC.* NN.*_CC.* NN.* PM.*,NNP FW FW PMC VBTR DTP NNP NNP CCP FW PRP DTP JJD_CCP NNC_CCP NNP PMP,"for the record, tanggi ni tony yang na close sila ni dating pangulo duterte.",
"Pero, action speaks louder than words.",CC.* PM.* FW FW FW FW FW PM.*,CCT PMC FW FW FW FW FW PMP,"pero, action speaks louder than words.",
May hihigit pa ba sa pagtatalaga sa kapatid niyang si Michael Yang na hindi Pilipino sa isang government post?,VB.* VB.* RB.* RB.* CC.* NN.* CC.* NN.* PR.*_CC.* DT.* NN.* NN.* CC.* RB.* NN.* CC.* PR.*_CC.* FW FW PM.*,VBH VBTF RBI RBI CCT NNC CCT NNC PRS_CCP DTP NNP NNP CCP RBF NNP CCT PRI_CCP FW FW PMQ,may higit pa ba sa talaga sa kapatid niya si michael yang na hindi pilipino sa isa government post?,
Hindi ba’t ang photo-ops nila ni Duterte ang nag-set-up for success kay Michael?,RB.* RB.* PM.* NN.* DT.* NN.* PM.* FW PR.* DT.* NN.* DT.* PR.*_CC.* PM.* FW PM.* FW FW FW DT.* NN.* PM.*,RBF RBI PMS NNCA DTC NNC PMS FW PRP DTP NNP DTC PRSP_CCP PMS FW PMS FW FW FW DTP NNP PMQ,hindi ba’t ang photo-ops nila ni duterte ang nag-set-up for success kay michael?,
"Tila tagos sa buto ng national life natin ang mga Chinese — mapa-West Philippine Sea, at maging sa internal politics tulad ng kaugnayan nila sa mga Duterte, at pati na rin sa organized crime.",RB.* NN.* CC.* NN.* CC.* FW FW PR.* DT.* DT.* NN.* PM.* NN.* PM.* NN.* NN.* NN.* PM.* CC.* VB.* CC.* FW FW JJ.* CC.* NN.* PR.* CC.* DT.* NN.* PM.* CC.* CC.* RB.* RB.* CC.* FW FW PM.*,RBM NNC CCT NNC CCB FW FW PRP DTC DTCP NNP PMS NNC PMS NNP NNP NNP PMC CCA VBW CCT FW FW JJC CCB NNC PRP CCT DTCP NNP PMC CCA CCA RBI RBI CCT FW FW PMP,"tila tagos sa buto ng national life natin ang mga chinese — mapa-west philippine sea, at maging sa internal politics tulad ng ugnay nila sa mga duterte, at pati na rin sa organized crime.",
At anong hakbang ang gagawin ng gobyerno upang putulin ang pananamantala ng mahihina nating mga proseso at institusyon?,CC.* PR.*_CC.* NN.* DT.* VB.* CC.* NN.* CC.* VB.* DT.* NN.* CC.* JJ.* PR.*_CC.* DT.* NN.* CC.* NN.* PM.*,CCA PRQ_CCP NNC DTC VBTF CCB NNC CCB VBOF DTC NNC CCB JJD PRP_CCP DTCP NNC CCA NNC PMQ,at ano hakbang ang gawin ng gobyerno upang putulin ang pananamantala ng hina ting mga proseso at institusyon?,
Paano pipigilan ang invasion ng Chinese undesirable aliens sa bansa?,PR.* VB.* DT.* FW CC.* NN.* FW FW CC.* NN.* PM.*,PRQ VBOF DTC FW CCB NNP FW FW CCT NNC PMQ,paano pigil ang invasion ng chinese undesirable aliens sa bansa?,
Abangan ang susunod na kabanata.,RB.* DT.* VB.* CC.* NN.* PM.*,RBW DTC VBTF CCP NNC PMP,abangan ang sunod na kabanata.,
Walang naaaninag na pag-asang magkakaroon ng isang ceasefire sa lalong madaling panahon.,VB.*_CC.* VB.* CC.* CC.* PM.* NN.*_CC.* VB.* CC.* PR.*_CC.* FW CC.* JJ.*_CC.* JJ.*_CC.* NN.* PM.*,VBN_CCP VBTR CCP CCR PMS NNC_CCP VBTF CCB PRI_CCP FW CCT JJCC_CCP JJD_CCP NNC PMP,wala naaaninag na asa roon ng isa ceasefire sa lalo dali panahon.,
"Sa katunayan, kumalat na sa rehiyon ang sigalot.",CC.* NN.* PM.* VB.* RB.* CC.* NN.* DT.* NN.* PM.*,CCT NNC PMC VBAF RBI CCT NNC DTC NNC PMP,"sa katunayan, kalat na sa rehiyon ang sigalot.",
Lebanon naman ang bino-bombard ng Israel ng air strikes.,NN.* RB.* DT.* NN.* PM.* FW CC.* NN.* CC.* FW NN.* PM.*,NNP RBI DTC NNC PMS FW CCB NNP CCB FW NNC PMP,lebanon naman ang bino-bombard ng israel ng air strikes.,
"Nitong Oktubre 1, nagpaulan na rin ng missiles ang Iran sa Israel bilang pagganti sa pag-atake sa Lebanon at asasinasyon ng mga lider ng Hezbollah at Hamas.",JJ.*_CC.* NN.* CD.* PM.* VB.* RB.* RB.* CC.* FW DT.* NN.* CC.* NN.* CC.* NN.* CC.* CC.* PM.* NN.* CC.* NN.* CC.* NN.* CC.* DT.* NN.* CC.* NN.* CC.* NN.* PM.*,JJN_CCP NNP CDB PMC VBTS RBI RBI CCB FW DTC NNP CCT NNP CCT NNC CCT CCR PMS NNC CCT NNP CCA NNC CCB DTCP NNC CCB NNP CCA NNP PMP,"nito oktubre 1, ulan na rin ng missiles ang iran sa israel bilang ganti sa atake sa lebanon at asasinasyon ng mga lider ng hezbollah at hamas.",
"Malalim ang hidwaan sa pulitika sa Israel at nagkakaisa ang observers na nakapagkonsolida ng kapangyarihan si Israeli Prime Minister Benjamin Netanyahu na bago ang November 7, 2023 ay papalubog na ang political star.",JJ.* DT.* NN.* CC.* NN.* CC.* NN.* CC.* VB.* DT.* FW CC.* VB.* CC.* NN.* DT.* NN.* NN.* NN.* NN.* NN.* CC.* RB.* DT.* NN.* CD.* PM.* CD.* LM JJ.* RB.* DT.* FW FW PM.*,JJD DTC NNC CCT NNC CCT NNP CCA VBTR DTC FW CCP VBTS CCB NNC DTP NNP NNP NNP NNP NNP CCP RBW DTC NNP CDB PMC CDB LM JJD RBI DTC FW FW PMP,"lalim ang hidwaan sa pulitika sa israel at isa ang observers na nakapagkonsolida ng kapangyarihan si israeli prime mister benjamin netanyahu na bago ang november 7, 2023 ay lubog na ang political star.",
Umuugong sa buong mundo ang hidwaan sa Gaza: malaking frustration ng mga millennial at GenZ voter laban sa Biden-Harris administration ang pagkanlong ng US sa Israel.,VB.*_VB.* CC.* PR.*_CC.* NN.* DT.* NN.* CC.* NN.* PM.* JJ.*_CC.* FW CC.* DT.* FW CC.* FW FW NN.* CC.* NN.* PM.* NN.* FW DT.* NN.* CC.* NN.* CC.* NN.* PM.*,VBTR_VBAF CCT PRI_CCP NNC DTC NNC CCT NNP PMS JJD_CCP FW CCB DTCP FW CCA FW FW NNC CCT NNP PMS NNP FW DTC NNC CCB NNPA CCT NNP PMP,umuugong sa buo mundo ang hidwaan sa gaza: laki frustration ng mga millennial at genz voter laban sa biden-harris administration ang kanlong ng us sa israel.,
"Dahil sa Gaza, naagaw ang atensiyon sa isa pang milestone war ng henerasyong ito, ang Ukraine-Russia war.",CC.* CC.* NN.* PM.* VB.* DT.* NN.* CC.* PR.* RB.*_CC.* FW FW CC.* NN.*_CC.* PR.* PM.* DT.* NN.* PM.* NN.* FW PM.*,CCR CCT NNP PMC VBTS DTC NNC CCT PRI RBI_CCP FW FW CCB NNC_CCP PRO PMC DTC NNP PMS NNP FW PMP,"dahil sa gaza, agaw ang atensiyon sa isa pang milestone war ng henerasyong ito, ang ukraine-russia war.",
"Nitong Oktubre 6, libo-libo ang nagprotesta sa buong mundo at nangalampag na itigil na ang pagdanak ng dugo sa Gaza.",JJ.*_CC.* NN.* CD.* PM.* NN.* PM.* NN.* DT.* VB.* CC.* PR.*_CC.* NN.* CC.* VB.* CC.* VB.* CC.* DT.* NN.* CC.* NN.* CC.* NN.* PM.*,JJN_CCP NNP CDB PMC NNC PMS NNC DTC VBTS CCT PRI_CCP NNC CCA VBTS CCP VBOF CCP DTC NNC CCB NNC CCT NNP PMP,"nito oktubre 6, libo ang protesta sa buo mundo at nangalampag na tigil na ang danak ng dugo sa gaza.",
Tila breaking-point ang Gaza ng rules-based international order.,RB.* FW PM.* FW DT.* NN.* CC.* NN.* PM.* FW FW FW PM.*,RBM FW PMS FW DTC NNP CCB NNC PMS FW FW FW PMP,tila point ang gaza ng rules-based international order.,
